gyro_x,gyro_y,gyro_z
-0.08939,-0.3858,0.927
0.7011,-0.4017,-0.9202
0.8672,-0.2233,-2.676
1.55,-0.03758,-4.303
1.705,0.2446,-5.858
2.86,-1.485,-7.05
3.884,-1.709,-8.069
3.639,-2.168,-7.685
2.695,-1.594,-5.871
1.525,0.2862,-3.166
0.1611,1.905,0.8329
-1.8,2.667,4.612
-3.03,3.055,7.383
-2.401,2.336,8.698
-4.654,2.031,7.363
-5.354,0.6368,5.064
-3.643,-0.8574,3.041
-2.095,-0.7718,0.8537
0.6876,-0.2514,-1.485
1.351,0.1115,-3.111
2.163,0.1212,-4.227
1.758,-0.03391,-5.474
2.436,-0.3516,-6.816
4.151,-1.144,-7.127
3.285,-1.19,-6.01
2.937,-0.3882,-3.642
3.156,0.7529,0.2856
-2.122,2.747,3.975
-3.358,2.754,6.629
-2.936,2.219,7.617
-3.786,1.901,6.586
-4.39,1.848,4.558
-2.202,0.7883,3.157
-0.4034,0.8763,0.8562
1.413,0.456,-1.438
1.312,-0.4175,-2.907
1.331,-0.7816,-4.285
2.668,-1.61,-5.734
2.809,-2.347,-6.876
3.298,-2.363,-6.837
1.46,-0.734,-5.647
1.494,1.185,-3.637
2.209,2.131,0.3333
-3.227,3.476,4.364
-3.778,2.407,7.144
-3.447,1.606,7.667
-5.988,0.4511,5.893
-3.201,0.3375,3.805
-0.3215,0.06749,2.063
-0.01487,0.1738,0.4139
1.46,0.2544,-1.439
2.232,0.2984,-2.858
2.272,-0.1671,-4.17
3.74,-1.505,-5.207
3.408,-2.388,-6.025
3.024,-2.466,-5.844
2.502,-1.787,-4.438
-0.2678,-0.6814,-2.311
-3.452,0.3986,1.206
-5.575,0.8787,5.428
-2.126,0.1848,8.634
-2.098,1.939,8.207
-8.04,0.4206,5.585
1.725,-0.05346,3.305
2.138,0.7688,1.162
0.4873,0.2617,-0.5012
2.005,-0.3809,-1.639
2.627,-1.097,-1.975
0.9454,-2.165,-2.271
1.319,-2.76,-4.483
1.941,-3.048,-6.275
3.181,-2.254,-6.147
2.269,-1.011,-4.427
-0.09306,0.1701,-1.576
-3.064,2.078,2.474
-3.912,3.59,6.504
-3.05,3.514,9.238
-2.144,4.852,7.198
-2.864,2.092,4.404
1.092,0.9679,2.418
-0.7748,-0.453,-0.04914
0.045,-1.356,-1.584
0.1684,-2.02,-2.82
-0.2348,-2.521,-3.689
-0.2213,-2.709,-4.407
1.771,-2.569,-5.982
2.972,-2.422,-6.962
3.724,-1.628,-6.049
1.98,-0.7999,-4.028
0.1745,0.4426,0.005834
-3.061,2.493,4.455
-3.141,3.317,8.025
-1.443,3.345,8.031
-5.306,2.92,5.278
-1.868,1.841,3.361
-0.7125,0.8018,1.357
-0.2885,-0.343,-0.5366
0.3712,-1.284,-2.144
0.6033,-1.594,-3.424
0.6717,-1.664,-4.615
2.275,-2.212,-5.807
3.66,-1.956,-6.743
4.633,-1.267,-5.566
3.195,-0.6399,-3.303
0.8721,0.9923,0.5422
-2.545,4.194,4.89
-2.686,3.663,6.946
-2.329,3.739,6.086
-6.198,1.971,4.005
-1.708,1.046,2.54
-0.9495,0.3754,1.142
-0.7113,-0.04368,-0.08824
0.5862,-0.5214,-1.444
1.181,-0.8965,-2.914
2.441,-1.495,-4.565
4.744,-2.413,-5.686
4.079,-3.585,-5.31
2.249,-3.577,-4.031
0.8416,-1.935,-2.643
0.1745,0.3131,0.1964
-2.606,3.128,3.771
-3.134,3.723,6.464
-1.636,2.881,7.071
-3.369,2.804,5.367
-2.264,1.929,2.684
-0.5084,0.6466,1.562
-1.262,-0.01681,-0.01616
-0.1187,-0.4652,-1.41
-0.1297,-1.008,-2.77
1.168,-1.727,-4.303
4.029,-2.889,-6.334
6.195,-3.875,-6.813
4.319,-3.605,-5.747
1.468,-1.669,-4.274
0.2234,1.082,-1.538
-2.964,3.643,2.144
-4.701,4.368,5.425
-3.869,2.987,7.219
-4.874,2.019,6.33
-4.502,0.7895,4.342
-0.2812,0.5037,2.516
-0.2763,0.5965,0.3675
1.081,0.01129,-1.325
1.427,-0.6338,-2.348
0.7622,-1.43,-3.348
1.637,-2.371,-4.582
0.8953,-3.246,-5.59
2.26,-3.115,-5.249
1.801,-2.031,-4.017
1.917,-0.2379,-2.273
0.9967,1.483,1.45
-2.281,3.697,4.839
-1.979,3.128,6.469
-3.737,2.129,6.184
-5.128,0.2178,4.666
0.7939,1.251,2.138
0.06455,0.3057,0.3907
-0.688,-0.3821,-1.018
2.023,-0.464,-2.265
1.296,-0.8952,-3.656
2.291,-1.724,-4.671
3.86,-2.573,-4.458
3.417,-3.022,-3.25
3.462,-2.375,-1.817
4.454,-0.4126,-0.9654
2.675,2.369,0.7926
-0.1334,5.128,2.44
0.5801,5.607,2.719
0.8269,5.286,2.394
0.943,4.55,1.407
-0.302,2.605,0.05837
0.3529,0.5501,-0.671
0.811,-1.627,-0.9288
1.713,-3.49,-0.9752
2.044,-4.546,-0.7663
1.551,-4.543,-0.3289
0.6717,-3.822,-0.05281
-0.688,-2.516,0.1488
-3.669,-1.014,-0.09435
-4.018,0.8103,0.486
-1.959,2.605,2.04
-2.67,3.828,3.14
-4.804,2.803,3.081
-4.947,1.554,2.121
-3.996,-0.3943,0.6057
-0.4926,-1.324,-0.6319
0.06821,-1.383,-2.401
0.2796,-1.556,-4.226
2.293,-2.051,-5.289
4.474,-2.685,-5.14
-0.2641,0.7456,-1.486
0.4335,2.551,1.141
-2.538,4.695,4.361
-2.154,3.934,5.942
-3.92,3.212,5.22
-5.406,1.576,2.995
-1.626,0.1127,1.553
-0.9006,-0.3626,-0.01005
0.3969,-0.5531,-1.58
3.758,-2.48,-5.066
3.518,-1.978,-3.612
1.08,-0.9575,-2.022
-0.1273,0.4108,0.2832
-1.882,2.844,3.865
-2.789,3.933,6.531
-2.535,2.799,7.181
-3.442,2.177,4.575
-4.512,0.9129,1.649
-0.2617,-0.2135,-0.2739
-0.2775,-0.6692,-1.272
0.003459,-1.003,-2.374
0.8855,-1.775,-4.356
2.123,-2.901,-6.301
4.149,-3.606,-6.5
4.678,-3.181,-4.694
2.172,-1.053,-2.13
-1.664,2.041,0.4835
-2.471,4.981,4.249
-2.175,5.405,6.231
-0.3704,4.581,6.388
-1.637,3.051,3.669
-3.378,1.235,1.309
-1.111,-0.8036,-0.324
1.015,-1.439,-1.527
2.975,-1.703,-2.56
3.808,-2.319,-3.378
4.679,-3,-3.485
4.487,-3.034,-2.46
3.368,-2.569,-1.017
3.094,-1.458,-0.5794
2.833,-0.4041,-0.7907
1.037,0.9288,-0.2177
-0.5805,2.237,0.8403
-1.178,3.543,1.705
-1.579,4.009,1.963
-2.103,3.492,1.517
-2.115,2.049,0.4261
-0.3997,0.03939,-0.4743
0.8452,-2.277,-1.003
1.279,-3.896,-1.086
2.138,-4.286,-0.9092
1.814,-3.792,-0.357
0.4677,-2.628,0.2477
-0.5268,-1.027,0.4163
-2.04,0.8323,0.3907
-4.229,2.888,1.601
-5.954,4.196,3.452
-3.367,3.399,5.036
-4.484,3.435,4.165
-5.326,1.807,2.983
-0.02831,1.48,1.748
0.3345,1.068,0.2111
1.298,0.3815,-1.058
1.579,-0.4774,-2.048
2.022,-1.373,-2.671
2.722,-2.356,-3.233
2.84,-3.451,-3.906
2.785,-3.898,-4.155
2.937,-3.353,-3.389
1.503,-2.006,-2.368
0.1989,-0.3332,-0.572
-1.32,2.271,2.066
-2.659,4.232,4.326
-2.794,4.174,5.275
-3.538,3.505,4.182
-3.123,2.577,2.419
-1.454,1.382,1.02
-0.04419,0.566,-0.1762
0.6412,-0.2318,-1.094
0.3187,-1.141,-2.019
0.8428,-2.213,-3.183
2.738,-3.181,-4.066
3.028,-3.67,-4.164
3.805,-3.351,-3.239
2.321,-1.918,-2.103
-0.8701,0.0002978,-1.093
-1.483,3.174,1.787
-2.499,5.184,4.24
-2.451,4.625,5.457
-3.951,3.764,4.139
-3.063,2.485,2.473
-0.947,1.268,1.378
-1.028,0.08948,0.1207
0.08165,-0.5983,-0.9593
1.096,-1.236,-2.147
1.848,-1.918,-3.493
2.553,-2.681,-4.562
3.219,-3.154,-4.857
3.603,-3.149,-4.182
2.35,-2.29,-3.169
-0.08817,-0.7437,-2.4
0.2686,1.052,-0.8775
-0.1297,2.726,1.589
-2.13,3.957,3.857
-1.997,3.103,5.28
-1.151,2.974,4.624
-5.389,2.008,2.96
-0.9629,0.5745,2.232
2.774,-0.3748,0.5678
3.766,-1.28,-1.031
3.132,-2.312,-1.993
2.971,-2.937,-2.417
2.894,-3.366,-2.262
2.741,-3.39,-1.562
2.371,-3.086,-0.8225
2.001,-2.438,-0.6087
2.209,-1.196,-0.4755
0.6656,0.401,-0.3045
-1.24,2.163,0.3662
-1.672,3.738,1.373
-1.869,4.515,2.143
-2.394,4.457,2.359
-3.281,3.56,2.118
-3.274,2.516,1.911
-2.235,1.1,1.499
-0.5158,-0.3039,0.2221
1.085,-2.033,-1.145
1.964,-3.411,-2.021
3.009,-3.943,-1.984
2.889,-3.647,-1.305
2.052,-2.84,-0.9056
1.531,-1.925,-0.9447
0.7426,-0.723,-0.8274
-1.195,0.8738,-0.3143
-3.164,2.68,0.8562
-4.618,4.234,2.055
-4.759,4.027,3.253
-4.714,3.417,2.965
-5.623,2.177,1.969
-2.517,1.485,1.568
-1.328,0.5183,0.3333
-0.1884,-0.464,-1.088
0.6021,-1.256,-2.399
0.8697,-1.954,-3.708
1.942,-2.789,-4.776
2.917,-3.606,-4.98
2.415,-3.611,-4.383
0.5007,-2.667,-3.607
0.3517,-0.3149,-2.107
1.031,1.771,0.1854
-0.7381,3.49,2.644
-2.684,3.857,4.261
-1.779,3.14,4.663
-2.931,2.747,3.675
-3.999,1.178,3.113
-1.101,0.5427,2.37
-1.347,0.1628,1.021
-0.1248,-0.387,-0.3106
1.231,-0.8366,-1.547
1.212,-1.401,-2.735
2.944,-2.288,-3.659
4.276,-3.351,-3.999
3.301,-4.055,-3.746
1.958,-3.695,-3.006
-0.4193,-1.976,-2.451
-1.061,0.175,-1.804
0.5777,2.064,0.1109
-0.7943,4.039,2.457
-2.648,4.582,4.228
-1.753,3.826,4.791
-4.11,2.7,3.517
-3.966,1.441,2.783
-1.397,0.3925,2.047
-1.233,-0.5483,0.5006
0.2014,-1.065,-0.9911
1.284,-1.632,-2.396
1.936,-2.598,-3.889
3.441,-3.821,-4.609
3.311,-4.669,-4.318
2.275,-4.36,-3.315
-0.1383,-2.463,-2.199
-1.507,0.4206,-1.212
0.4311,2.764,0.2306
-1.124,4.71,2.137
-3.444,4.886,3.924
-2.722,3.654,5.058
-3.812,2.706,4.233
-4.148,1.282,2.838
-1.218,0.3167,1.972
-0.9813,-0.3442,0.7743
-0.0002062,-0.7388,-0.4572
0.6046,-1.056,-1.731
1.092,-1.604,-3.059
2.806,-2.145,-4.422
3.772,-2.548,-4.968
3.472,-2.194,-4.475
1.902,-1.19,-3.367
0.552,0.142,-1.686
-0.3582,1.397,0.3797
-2.351,3.184,2.822
-3.272,4.069,4.909
-1.724,3.276,5.776
-3.111,2.792,3.868
-4.056,1.326,1.93
-0.6856,-0.02414,0.7767
-0.2678,-0.7865,-0.5048
0.5618,-1.374,-1.597
1.357,-2.053,-2.802
2.034,-2.856,-3.942
2.418,-3.673,-4.649
2.42,-3.885,-4.427
1.817,-2.795,-3.436
0.6473,-0.4762,-1.949
0.6192,1.731,-0.153
-0.5671,3.965,2.518
-2.693,5.182,4.625
-2.372,4.088,5.61
-2.059,3.417,4.376
-4.715,1.615,2.42
-1.42,0.4084,1.242
-0.1847,-0.4334,-0.2251
0.5374,-1.234,-1.622
0.9918,-1.842,-2.887
1.634,-2.689,-4.078
2.752,-3.33,-4.738
2.694,-3.686,-4.478
2.018,-3,-3.354
0.1635,-0.7046,-1.54
-0.3411,1.367,0.01316
0.5154,3.381,2.518
-1.654,5.119,4.81
-1.364,3.625,5.541
-1.096,3.371,4.001
-4.087,2.066,2.05
-1.128,0.7162,0.9979
0.7487,-0.376,-0.1811
1.671,-1.313,-1.167
3.037,-2.014,-1.884
4.057,-2.752,-2.345
4.397,-3.358,-2.245
4.359,-3.491,-1.804
3.747,-2.943,-1.391
3.058,-1.896,-1.138
2.039,-0.5434,-0.9813
0.5484,0.7895,-0.693
-0.6697,2.133,0.1011
-1.488,3.178,1.014
-1.852,3.702,1.766
-2.687,3.607,2.113
-3.215,2.842,1.951
-2.478,1.9,1.135
-2.711,0.4523,-0.0577
-1.951,-1.243,-0.996
-0.1664,-2.833,-1.794
-0.3521,-4.132,-2.621
0.1134,-4.622,-3.04
0.706,-4.165,-2.373
-1.371,-2.112,-1.002
-2.543,1.061,0.3943
-0.6453,3.729,2.789
-2.091,5.665,4.756
-2.009,4.703,4.844
-2.664,3.403,3.335
-2.904,2.267,1.88
-1.913,0.6503,0.7071
-1.134,-0.6167,-0.5317
-0.5769,-1.18,-1.816
0.1586,-1.385,-3.185
1.274,-1.573,-4.526
1.947,-2.019,-5.618
2.141,-2.323,-5.889
1.492,-2.036,-4.995
0.1672,-0.1891,-2.983
-0.3655,1.391,-1.169
0.9564,2.52,1.703
-0.9678,3.777,4.333
-2.055,2.46,5.367
-1.518,2.011,4.763
-3.3,1.303,3.813
-1.486,0.4768,3
-1.002,0.6967,1.329
-0.2287,0.2055,-0.7907
0.6241,-0.3222,-2.596
0.3174,-1.359,-4.003
1.495,-1.731,-5.2
2.839,-2.107,-5.694
3.895,-2.213,-5.077
3.069,-1.444,-3.615
-1.661,0.06871,-2.639
-2.819,1.549,-0.8616
-0.6905,2.907,1.765
-1.641,4.119,3.934
-1.023,3.701,5.366
-1.542,3.547,4.659
-5.906,1.921,3.272
-2.524,0.7517,2.537
-0.03197,0.6649,0.9331
-0.3679,0.919,-0.8518
0.9124,1.105,-2.121
1.648,1.359,-3.31
2.379,0.9838,-4.236
3.351,0.2275,-4.292
2.689,-0.3601,-3.86
1.688,0.1127,-3.047
-0.1737,1.019,-2.042
-0.9837,2.108,-0.4169
-0.6184,3.161,2.013
-1.2,3.361,3.83
-1.494,2.841,3.893
-3.432,1.166,2.828
-1.287,0.6441,1.665
0.3626,0.142,0.6668
0.001016,0.2911,-0.7541
0.8098,0.6099,-1.87
1.551,0.8335,-3.026
2.295,-0.3259,-3.9
3.06,-0.6998,-4.582
2.587,-1.232,-4.411
1.934,-1.314,-3.365
0.2906,-0.6912,-2.075
0.7841,0.6014,-0.1115
0.1012,2.003,2.289
-1.67,3.138,4.391
-1.564,2.489,5.077
-2.616,1.873,3.805
-3.971,0.296,2.527
-0.2775,0.1041,1.316
-0.126,-0.09133,0.1097
-0.2946,-0.2453,-0.7724
0.3602,0.0002978,-1.352
0.9027,0.2727,-1.849
1.52,0.4902,-2.59
1.79,-0.5092,-3.253
2.411,-0.1866,-3.579
2.305,0.0284,-3.342
0.9271,0.4242,-2.449
0.5276,1.108,-0.6844
0.3211,1.938,1.499
-0.6355,2.708,3.179
-1.261,2.314,3.549
-2.127,1.595,2.719
-3.136,1.029,1.594
-1.323,-0.0107,0.9539
-0.4816,-0.1353,-0.04304
-0.4706,-0.2343,-1.069
0.6155,-0.4285,-2.026
1.633,-0.9392,-3.1
1.83,-1.684,-3.828
2.273,-1.961,-3.878
1.881,-1.852,-3.295
0.1024,-1.169,-2.361
0.144,0.08704,-0.5586
0.315,1.299,2.008
-1.088,2.684,4.496
-1.797,2.521,5.572
-3.091,1.728,4.519
-3.303,0.7223,2.473
-0.2421,-0.2159,1.037
-0.4388,-0.5409,-0.3949
-0.3154,-0.9539,-1.641
1.003,-1.214,-2.654
1.564,-1.511,-3.498
1.417,-2.262,-3.701
2.036,-1.942,-3.218
1.51,-1.218,-1.968
0.09998,-0.07911,-0.3912
0.3284,1.08,1.46
0.07798,2.38,3.637
-0.9849,2.698,4.854
-1.3,2.008,4.408
-3.576,0.8763,2.677
-1.862,-0.04246,1.279
-0.5109,-0.3797,-0.1017
-0.3521,-0.8146,-1.454
1.141,-0.7169,-2.675
0.4433,-1.865,-3.459
1.125,-1.719,-4.201
1.292,-1.611,-4.56
1.852,-1.462,-3.848
1.159,-0.3149,-1.979
0.3407,0.8567,0.2648
0.1171,1.898,2.95
-1.028,2.594,5.29
-0.776,1.745,5.8
-2.852,1.095,4.272
-3.329,0.6087,2.41
-0.8713,-0.1365,1.454
-0.5927,-0.5055,0.376
-0.3973,-0.3882,-0.7663
0.5447,-0.3137,-1.856
0.5056,-0.3601,-2.807
1.181,-0.4542,-3.669
2.187,-1.504,-4.124
2.618,-1.752,-4.16
1.84,-1.455,-3.387
0.4677,-0.7914,-2.053
0.8819,0.3888,0.2587
0.05599,1.747,3.154
-1.549,2.471,5.273
-1.052,1.813,5.524
-2.947,0.9459,4.078
-3.022,0.4963,2.33
-0.2751,-0.2905,1.493
-0.1859,-0.8842,0.679
-0.7589,-1.242,-0.1603
-0.2702,-1.496,-0.9654
0.216,-1.807,-1.987
0.9833,-2.148,-3.028
1.039,-2.611,-3.54
1.76,-2.338,-3.167
1.422,-1.62,-2.088
0.3187,-0.6069,-0.6319
0.3785,0.6661,1.416
0.03156,1.926,3.556
-0.6856,2.418,4.978
-0.6098,1.827,4.727
-2.627,1.149,3.279
-3.066,0.05772,2.085
-0.6819,-0.6008,1.135
-0.3313,-0.8769,0.1036
-0.6392,-1.065,-0.9654
-0.08451,-1.137,-1.949
0.1012,-1.125,-2.946
0.9185,-1.401,-3.769
1.705,-1.384,-4.353
2.22,-1.202,-3.951
2.22,-0.6582,-2.612
0.9637,0.3949,-0.8567
-0.2824,1.297,1.394
-0.9861,2.267,3.951
-1.376,2.281,5.4
-0.3643,1.568,4.807
-3.609,0.7321,3.113
-3.211,0.9251,1.124
-0.2788,-0.4334,0.6118
-0.1945,-0.9441,0.06203
-0.605,-0.7975,-0.7406
0.1476,-0.6839,-1.661
0.7854,-0.8109,-2.86
1.302,-1.755,-3.773
1.925,-1.755,-4.122
2.06,-1.325,-3.425
0.5703,-0.3283,-1.965
0.271,0.8628,0.06326
-0.1688,2.166,2.661
-1.442,2.937,4.664
-1.067,2.026,4.786
-3.304,0.77,3.595
-2.967,1.319,1.075
-0.3069,0.002741,0.1647
-0.01853,-0.7645,-0.5171
0.01568,-0.734,-1.482
0.8147,-0.6289,-2.424
1.318,-0.7731,-3.428
1.967,-1.129,-4.166
2.644,-1.423,-4.032
2.254,-1.231,-2.936
-0.03075,-0.2392,-1.457
0.2564,1.046,0.5984
0.1806,2.445,3.055
-1.2,2.656,4.558
-0.7882,1.861,4.094
-2.308,1.768,2.392
-3.084,0.4743,1.422
-0.6318,-0.3748,0.5678
-0.4132,-0.7523,-0.456
-0.572,-0.8207,-1.339
0.05844,-0.5177,-2.243
0.8623,-0.8928,-3.114
1.467,-0.9917,-4.087
1.61,-1.177,-4.209
1.675,-1.14,-3.322
0.6876,-0.3015,-1.772
0.2221,0.8213,0.4163
-0.2678,2.086,3.168
-0.8566,2.776,5.199
-0.2287,2.204,5.318
-2.278,1.399,3.926
-3.015,0.5757,2.308
-0.8847,-0.1035,1.016
-0.3069,-0.486,-0.1848
-0.2934,-0.6619,-1.288
0.3675,-0.7816,-2.372
0.8782,-1.003,-3.585
1.605,-1.808,-4.397
2.465,-1.776,-4.449
2.348,-1.352,-3.31
0.4653,-0.4579,-1.657
1.23,0.8616,0.6204
0.3883,2.813,3.472
-1.493,3.617,5.116
-0.9458,2.568,4.713
-2.902,1.907,2.635
-3.062,0.8421,1.119
-0.1248,0.09926,0.1781
-0.01242,-0.5886,-0.7797
0.07554,-1.103,-1.75
0.2197,-1.645,-3.008
0.497,-2.196,-4.203
0.6852,-2.582,-4.975
1.09,-2.444,-4.792
1.154,-1.186,-3.365
1.154,0.9349,-1.327
1.54,2.433,1.126
-0.9409,3.976,4.063
-2.011,3.397,5.72
-0.776,2.444,5.348
-3.442,1.562,3.302
-3.752,0.2776,1.749
-0.6331,-0.4591,0.613
0.1146,-0.9209,-0.2727
-0.3533,-1.052,-0.985
-0.4975,-0.9539,-1.679
0.7512,-0.9478,-2.605
1.99,-1.219,-3.697
2.082,-1.736,-4.119
2.297,-1.992,-3.59
1.51,-1.067,-2.53
0.8489,0.8054,-1.328
1.12,2.157,0.5263
-0.4571,3.361,2.872
-1.493,2.882,4.218
-0.677,2.406,4.1
-3.885,1.05,3.395
-3.599,0.3399,2.356
-1.143,-0.3797,1.191
-0.8872,-0.806,0.03271
-0.2898,-0.7352,-1.191
0.5826,-0.6252,-2.245
0.7707,-0.6729,-3.211
1.468,-1.444,-3.902
1.884,-1.494,-4.154
1.955,-1.269,-3.538
1.021,-0.6558,-2.432
0.4127,0.6087,-0.8909
0.3969,1.813,1.502
-1.121,3.034,3.952
-1.329,2.451,5.125
-1.47,1.911,4.174
-3.554,1.582,2.174
-2.352,0.3045,1.39
-0.2238,-0.2758,0.7401
-0.1712,-0.5079,0.002169
-0.4022,-0.5165,-0.638
-0.08817,-0.5519,-1.29
0.7817,-0.756,-2.342
1.843,-1.168,-3.64
1.628,-1.913,-4.226
1.857,-1.637,-3.772
0.6082,-0.8916,-2.467
1.212,0.8641,0.1402
-0.3643,2.755,2.725
-0.6941,3.174,4.512
-1.876,2.318,3.611
-3.5,0.6722,2.706
-1.452,-0.03391,2.027
-1.156,-0.4469,1.173
-1.155,-0.6558,0.2685
-0.5378,-0.4126,-0.605
0.1366,-0.2416,-1.65
0.7536,-0.3638,-2.771
1.682,-0.6668,-3.906
1.677,-1.006,-4.472
1.325,-0.9649,-4.116
1.36,-0.42,-2.932
0.9136,0.4988,-0.8359
-0.8811,1.492,2.104
-1.982,2.199,4.391
-1.144,1.277,4.711
-1.975,1.079,3.33
-3.456,0.1322,2.157
-0.886,-0.2893,1.608
-0.9813,-0.1158,0.6106
-0.6306,0.03084,-0.4792
1.06,0.04428,-1.735
2.49,-0.2318,-3.139
2.816,-0.8293,-4.234
2.484,-1.284,-4.483
2.115,-1.289,-3.685
0.8037,-0.5715,-2.042
-0.5805,0.7113,0.1256
-1.519,2.143,2.75
-2.121,2.699,4.496
-2.589,2.258,4.115
-3.156,1.568,2.408
-1.797,0.5012,1.272
-0.7907,-0.2355,0.3076
-0.4315,-0.6436,-0.6319
0.04866,-0.7621,-1.443
0.7609,-0.9453,-2.281
1.426,-1.245,-3.344
2.264,-1.974,-3.86
2.761,-1.913,-3.466
2.078,-1.069,-2.298
0.9808,0.7077,-1.151
0.2466,2.329,0.5385
-1.172,3.447,2.518
-1.598,2.895,3.639
-1.808,2.12,3.285
-3.753,0.8494,2.475
-1.336,0.1933,1.603
-0.5549,-0.2233,0.591
-0.8004,-0.6411,-0.5574
0.53,-1.052,-1.861
1.522,-1.565,-3.064
2.072,-1.989,-3.685
2.247,-2.023,-3.173
1.82,-1.516,-1.94
0.1928,-0.2648,-0.6771
-1.3,1.579,1.114
-2.869,3.03,3.51
-2.455,2.763,5.164
-1.366,2.047,4.012
-1.901,0.7956,1.83
-0.2971,-0.3955,0.05592
1.008,-0.8806,-1.286
1.132,-1.113,-2.141
1.372,-1.316,-2.788
1.101,-1.507,-3.593
1.532,-2.288,-3.923
2.769,-2.102,-3.549
1.863,-1.401,-2.063
-0.2714,-0.1341,-0.03815
-0.1725,1.399,2.321
-0.8334,2.654,4.519
-1.293,2.487,5.335
-2.825,1.366,4.333
-1.869,1.287,2.293
-1.399,0.5672,1.274
-0.9544,-0.01681,0.05715
0.4079,-0.3479,-1.49
0.7707,-0.7291,-2.791
0.6962,-0.949,-3.833
1.443,-1.662,-4.524
2.688,-1.761,-4.776
2.938,-1.48,-4.055
1.985,-0.7462,-2.267
0.7353,0.6038,0.01072
-0.2372,1.824,2.551
-2.003,3.177,5.209
-2.307,3.353,6.67
-2.936,2.825,5.954
-4.066,1.503,3.482
-1.37,0.5061,1.182
0.1159,-0.1952,-0.3558
0.4922,-0.7217,-1.26
0.7768,-1.17,-2.198
1.389,-1.527,-3.183
2.096,-2.056,-4.089
2.678,-2.786,-4.456
2.217,-2.816,-4.344
0.9308,-2.068,-3.785
0.7231,-0.2404,-2.074
1.72,1.738,0.15
0.9723,3.959,2.931
-1.001,5.105,5.032
-0.3679,3.415,5.179
-1.19,2.68,3.578
-5.502,1.315,2.17
-4.08,-0.1536,1.785
-1.16,-0.7926,0.9429
-0.7711,-0.8793,-0.2739
0.26,-0.883,-1.165
1.178,-0.9453,-1.815
1.306,-0.9111,-2.045
1.471,-1.082,-2.271
1.748,-1.455,-3.134
1.405,-1.76,-3.527
1.562,-1.65,-3.091
1.426,-1.019,-1.676
2.069,-0.1023,0.6411
0.2564,1.408,3.153
-2.086,2.263,4.922
-1.972,2.066,4.978
-3.204,1.799,3.493
-2.898,1.494,2.481
-1.775,1.082,1.842
-1.489,0.7162,0.9722
-0.5268,0.4682,-0.1603
0.3675,0.1506,-1.654
0.5642,-0.2624,-3.281
1.741,-0.8366,-4.409
1.896,-1.506,-4.865
0.6192,-1.737,-4.574
0.05355,-1.397,-3.746
-0.1835,-0.2416,-2.374
1.021,1.231,-0.3656
0.8257,2.314,1.958
-0.9629,2.841,3.925
-1.408,2.301,4.859
-2.517,1.958,4.218
-6.06,1.079,2.948
-4.428,0.2202,2.471
-1.102,-0.255,1.863
-0.313,-0.4383,0.8464
0.508,-0.5336,-0.3631
0.7267,-0.5874,-1.526
0.7279,-0.6717,-2.418
0.8391,-0.6729,-2.925
0.6644,-0.5104,-3.395
1.136,-0.2941,-3.791
