gyro_x,gyro_y,gyro_z
0.2319,0.2569,0.3516
0.5251,0.8909,1.12
0.9136,1.442,1.638
1.119,1.866,1.881
1.206,1.984,1.887
1.219,1.818,1.645
0.7231,1.48,1.188
-0.09672,1.051,0.7328
-0.6062,0.5904,0.4041
-0.4095,0.1115,0.1769
-0.1981,-0.3467,-0.06625
-0.2861,-0.7645,-0.3863
-0.5512,-1.132,-0.7541
-0.7662,-1.4,-1.129
-0.9067,-1.565,-1.443
-1.103,-1.61,-1.662
-1.059,-1.539,-1.774
-0.4327,-1.336,-1.604
-0.1187,-0.8757,-1.111
0.1745,-0.3039,-0.3289
0.7072,0.2569,0.4982
0.9088,0.8299,1.093
0.9552,1.389,1.462
1.009,1.848,1.625
1.063,2,1.588
1.114,1.827,1.347
0.6888,1.497,0.9808
0.01079,1.077,0.5959
-0.3679,0.6173,0.2832
-0.3692,0.09437,-0.001497
-0.3838,-0.42,-0.2837
-0.5927,-0.8781,-0.5806
-0.8273,-1.251,-0.8946
-0.6465,-1.56,-1.166
-0.5622,-1.741,-1.315
-0.6221,-1.669,-1.371
-0.6074,-1.469,-1.248
-0.247,-1.115,-0.8567
-0.2274,-0.6118,-0.3143
-0.2226,-0.01681,0.238
0.2331,0.5879,0.7548
0.6388,1.196,1.132
0.9772,1.648,1.307
1.17,1.817,1.331
1.22,1.716,1.165
0.8953,1.388,0.8464
0.2796,0.9777,0.4896
-0.00998,0.4951,0.1866
-0.1578,-0.01803,-0.09068
-0.01365,-0.5141,-0.3179
-0.01609,-0.9233,-0.4951
-0.3912,-1.28,-0.6893
-0.6428,-1.504,-0.8518
-0.7406,-1.589,-0.985
-0.7748,-1.49,-1.008
-0.5268,-1.21,-0.8518
-0.1102,-0.7743,-0.5672
0.4017,-0.1304,-0.175
1.65,0.7101,0.2526
2.525,1.399,0.5727
1.775,1.939,0.7328
1.272,2.096,0.8354
0.9931,1.929,0.7743
0.2319,1.546,0.4957
-0.4975,1.035,0.1659
-0.6355,0.5281,-0.02104
-0.4009,0.01129,0.02294
-0.2482,-0.5128,0.04615
-0.6306,-1.013,-0.1176
-1.039,-1.433,-0.423
-1.232,-1.72,-0.7761
-1.31,-1.842,-1.09
-1.056,-1.768,-1.261
-0.4816,-1.575,-1.248
-0.05885,-1.133,-1.017
0.2466,-0.4994,-0.5207
0.4604,0.2092,0.1463
0.7353,0.8604,0.6558
0.9821,1.408,0.9405
1.132,1.788,1.08
1.225,1.884,1.08
1.251,1.784,0.9515
1.028,1.47,0.6912
0.6693,1.051,0.3992
0.282,0.4719,0.1598
-0.3398,-0.1426,-0.06747
-0.7638,-0.6875,-0.302
-1.129,-1.138,-0.5806
-1.37,-1.458,-0.8665
-1.411,-1.628,-1.101
-1.216,-1.647,-1.185
-0.9348,-1.54,-1.178
-0.3484,-1.265,-0.9984
-0.1273,-0.8732,-0.6881
-0.04052,-0.2856,-0.1774
0.3675,0.3179,0.4493
1.118,1.03,0.9307
1.324,1.542,1.166
1.09,1.844,1.27
0.9222,1.916,1.268
0.767,1.785,1.152
0.4311,1.488,0.9099
0.05599,1.066,0.6204
-0.3521,0.5464,0.3455
-0.6062,-0.005811,0.0376
-0.6844,-0.5238,-0.2923
-0.8799,-0.9734,-0.6515
-1.031,-1.323,-0.9813
-1.097,-1.561,-1.271
-1.07,-1.666,-1.482
-1.014,-1.643,-1.557
-0.8127,-1.485,-1.501
0.01934,-1.173,-1.233
0.684,-0.6949,-0.7431
0.3345,-0.0278,-0.08213
0.4164,0.616,0.5617
0.9161,1.157,1.017
1.18,1.585,1.283
0.9967,1.807,1.353
0.6656,1.828,1.265
0.282,1.707,1.06
0.1537,1.471,0.8452
0.1171,1.14,0.6094
-0.00265,0.7333,0.3467
-0.3081,0.2239,0.07303
-0.2067,-0.2929,-0.1786
-0.3618,-0.8036,-0.5061
-0.7699,-1.204,-0.8543
-0.9141,-1.466,-1.141
-0.7687,-1.564,-1.367
-0.473,-1.588,-1.567
-0.7589,-1.589,-1.874
-1.012,-1.317,-2.009
-0.688,-0.7804,-1.394
-0.05396,-0.05468,-0.2031
0.4213,0.5562,0.8403
0.5777,1.055,1.465
0.8929,1.374,1.84
1.307,1.575,2.012
1.386,1.615,1.896
1.213,1.472,1.576
0.6607,1.143,1.13
-0.4632,0.6979,0.624
-1.08,0.2202,0.2147
-1.068,-0.2294,-0.109
-1.095,-0.6057,-0.4743
-1.172,-0.8806,-0.9117
-1.143,-1.065,-1.369
-1.015,-1.192,-1.828
-0.8579,-1.32,-2.185
-0.908,-1.391,-2.355
-0.7455,-1.317,-2.35
-0.2824,-1.113,-2.067
-0.2274,-0.6582,-1.293
-0.1566,-0.005811,-0.09557
0.6705,0.5831,1.103
1.165,1.105,1.968
1.259,1.458,2.43
1.433,1.607,2.462
1.443,1.596,2.15
1.14,1.397,1.702
0.5508,1.113,1.24
-0.1322,0.7785,0.8342
-0.561,0.3399,0.4884
-0.4681,-0.1097,0.1671
-0.4241,-0.5287,-0.252
-0.6856,-0.872,-0.7724
-0.9788,-1.137,-1.31
-1.135,-1.307,-1.808
-1.004,-1.374,-2.173
-0.8004,-1.309,-2.307
-0.5854,-1.102,-2.102
-0.1212,-0.7327,-1.515
0.3492,-0.04368,-0.561
1.121,0.7272,0.6411
1.224,1.272,1.555
1.334,1.628,2.04
1.429,1.785,2.024
1.571,1.822,1.72
1.307,1.68,1.258
0.9063,1.436,0.8268
0.3895,1.09,0.4652
0.008346,0.6649,0.2319
-0.1786,0.2104,0.07303
-0.1554,-0.2612,-0.09679
-0.1603,-0.7486,-0.3399
-0.5573,-1.195,-0.6527
-0.9984,-1.54,-1.031
-1.262,-1.761,-1.45
-1.35,-1.867,-1.832
-1.168,-1.837,-2.072
-0.6013,-1.628,-2.003
-0.03441,-1.295,-1.69
0.1879,-0.756,-0.9997
0.238,0.02351,0.1085
0.9308,0.8066,1.107
1.523,1.52,1.594
1.273,2.017,1.846
0.965,2.203,2.06
0.8941,2.179,2.046
0.64,1.937,1.768
0.1782,1.524,1.291
-0.3521,1.017,0.7108
-0.6123,0.4853,0.2062
-0.5915,-0.03513,-0.1444
-0.4144,-0.5092,-0.3949
-0.4865,-0.9441,-0.66
-0.6905,-1.311,-0.985
-0.9043,-1.572,-1.375
-0.9874,-1.716,-1.789
-0.8359,-1.742,-2.149
-0.6868,-1.655,-2.33
-0.4474,-1.422,-2.264
-0.07351,-0.9979,-1.807
0.04133,-0.4334,-0.941
0.1831,0.208,0.1439
0.4433,0.7602,1.111
0.425,1.237,1.818
0.4934,1.573,2.218
0.5447,1.744,2.264
0.607,1.768,2.084
0.8086,1.625,1.796
0.5691,1.342,1.411
0.1036,0.9435,0.9808
-0.1761,0.4743,0.5251
-0.3741,-0.01192,0.05592
-0.4755,-0.4957,-0.4291
-0.6856,-0.9209,-0.9496
-0.9128,-1.269,-1.458
-1.127,-1.533,-1.896
-1.243,-1.659,-2.247
-0.8908,-1.603,-2.374
-0.5744,-1.411,-2.249
-0.3496,-1.104,-1.887
0.07798,-0.5568,-1.147
0.315,0.1689,-0.001497
0.9589,0.8152,1.041
1.317,1.316,1.614
1.614,1.753,1.874
1.786,1.99,1.854
1.702,2.054,1.697
1.137,1.812,1.414
0.4103,1.425,1.104
-0.07351,0.9594,0.7645
-0.2898,0.4621,0.4444
-0.5646,-0.08034,0.1207
-0.6355,-0.602,-0.2434
-0.776,-1.028,-0.6368
-0.9055,-1.339,-1.034
-0.9397,-1.551,-1.405
-0.947,-1.644,-1.718
-0.9751,-1.611,-1.94
-0.9226,-1.445,-1.999
0.03889,-1.129,-1.619
0.5178,-0.569,-0.8506
0.1867,0.1982,0.0657
0.09265,0.8555,0.8439
0.6314,1.416,1.428
0.954,1.827,1.715
1.18,2.038,1.746
1.345,2.016,1.581
1.353,1.767,1.286
0.6888,1.331,0.9124
-0.09184,0.8127,0.5593
-0.4657,0.2593,0.2367
-0.7516,-0.2783,-0.09068
-0.8762,-0.7669,-0.4083
-0.9483,-1.191,-0.7468
-1.046,-1.504,-1.105
-1.033,-1.704,-1.443
-1.025,-1.786,-1.747
-1.009,-1.733,-1.927
-0.8359,-1.546,-1.884
-0.269,-1.196,-1.639
0.2466,-0.5641,-0.985
-0.0002062,0.2727,0.03516
0.4298,0.9728,1.042
1.308,1.486,1.616
1.455,1.885,1.819
1.197,2.081,1.777
1.208,2.08,1.626
1.119,1.835,1.347
0.6742,1.385,0.9649
0.3174,0.8677,0.6081
-0.2372,0.2336,0.2612
-0.7626,-0.3784,-0.07724
-0.9898,-0.8867,-0.4193
-1.048,-1.279,-0.7785
-1.007,-1.535,-1.144
-0.9104,-1.681,-1.485
-0.8359,-1.724,-1.764
-0.7113,-1.651,-1.959
-0.5023,-1.421,-1.922
0.03034,-1.074,-1.526
0.5789,-0.3907,-0.7028
0.7524,0.3607,0.1928
0.5422,0.9972,0.861
0.5923,1.496,1.301
0.4995,1.856,1.524
0.4689,2.006,1.604
0.7976,1.943,1.577
1.096,1.736,1.428
0.943,1.358,1.127
0.1843,0.8824,0.7719
-0.3362,0.296,0.387
-0.6648,-0.3161,-0.0467
-0.8799,-0.861,-0.4706
-1.1,-1.284,-0.8848
-1.213,-1.549,-1.253
-1.229,-1.691,-1.581
-1.004,-1.682,-1.829
-0.7174,-1.576,-1.927
-0.4632,-1.296,-1.813
-0.137,-0.9087,-1.404
-0.2348,-0.4126,-0.7028
-0.2433,0.3131,0.1818
1.228,1.022,1.011
2.073,1.587,1.522
1.545,1.91,1.748
1.082,2.019,1.807
0.9271,1.927,1.693
0.5997,1.629,1.384
0.2185,1.168,0.9759
0.05966,0.6051,0.5813
-0.236,0.01374,0.1879
-0.4803,-0.5422,-0.1945
-0.8175,-1.046,-0.605
-1.025,-1.436,-1.028
-1.036,-1.717,-1.464
-0.8799,-1.881,-1.835
0.04988,-1.943,-2.027
2.579,-2.082,-1.856
4.763,-2.14,-1.306
4.427,-1.917,-0.8787
2.232,-1.429,-0.7932
1.046,-0.5703,-0.5439
1.064,0.4731,-0.2153
1.12,1.308,0.0266
1.046,2.004,0.139
0.6998,2.447,0.1891
0.4665,2.487,0.1757
0.392,2.232,0.1109
0.04378,1.607,0.004612
-0.1102,0.7981,-0.09435
-0.1884,-0.04002,-0.1994
-0.357,-0.7865,-0.241
-0.4901,-1.377,-0.2532
-0.666,-1.742,-0.2739
-0.8652,-1.951,-0.3045
-0.7503,-1.942,-0.2886
-0.7406,-1.753,-0.2373
-0.754,-1.395,-0.1286
-0.9055,-0.7217,0.01561
-0.6819,0.175,0.2758
-0.7748,1.221,0.6069
-0.9446,2.142,0.9661
-1.211,2.869,1.232
-1.318,3.177,1.373
-0.484,3.009,1.384
0.7096,2.732,1.193
0.5203,2.359,0.9502
-1.008,1.552,0.6436
-1.376,0.7468,0.4505
-1.143,0.003963,0.1598
-1.338,-0.7511,-0.2874
-1.426,-1.416,-0.7749
-1.298,-1.892,-1.223
-1.171,-2.196,-1.611
-1.029,-2.32,-1.918
-0.5011,-2.348,-2.185
0.6717,-2.128,-2.136
0.8416,-1.575,-1.576
0.2918,-0.5031,-0.6649
-0.02342,0.6087,0.3614
0.3846,1.611,1.252
0.4909,2.317,1.681
0.1049,2.645,1.835
0.3297,2.578,1.868
0.8269,2.281,1.704
0.6314,1.81,1.35
-0.2983,1.222,0.8989
-0.3692,0.5745,0.3565
-0.1871,-0.09988,-0.2312
-0.181,-0.723,-0.7174
-0.4205,-1.272,-1.102
-0.7577,-1.687,-1.411
-1.04,-1.936,-1.678
-1.022,-1.932,-1.873
-0.5451,-1.742,-1.896
0.1488,-1.407,-1.615
0.2735,-0.7242,-0.9557
-0.3374,0.1298,-0.07358
-0.3582,0.8799,0.7645
0.3602,1.485,1.325
1.068,1.904,1.551
1.179,1.995,1.55
0.9417,1.742,1.424
0.4897,1.312,1.147
-0.04908,0.8421,0.8219
-0.4913,0.3302,0.4628
-0.7784,-0.1744,0.01683
-0.7919,-0.5947,-0.5623
-0.7552,-0.9331,-1.216
-0.8053,-1.162,-1.673
-0.4205,-1.334,-1.719
-0.005093,-1.487,-1.51
0.045,-1.665,-1.14
-0.4449,-1.713,-0.9129
-0.7699,-1.474,-0.8359
-0.9226,-0.9661,-0.6563
-0.754,-0.2453,-0.2239
-0.5427,0.5525,0.354
-0.3215,1.354,1.147
0.07554,1.844,1.809
0.4054,2.195,2.152
0.5642,2.152,2.206
0.8697,1.821,1.941
0.5349,1.387,1.485
-0.1651,0.8934,1.024
-0.3093,0.3265,0.5984
-0.6599,-0.2489,0.07303
-0.6294,-0.7156,-0.4499
-0.3056,-1.063,-0.8567
-0.1077,-1.38,-1.143
-0.1089,-1.578,-1.367
-0.08939,-1.708,-1.549
-0.2946,-1.694,-1.745
-0.1517,-1.632,-1.87
0.1611,-1.465,-1.801
0.7915,-1.281,-1.37
0.3834,-0.9563,-0.853
-0.5158,-0.3308,-0.4096
-0.7149,0.3888,0.007055
-0.1786,1.096,0.5581
0.3883,1.486,1.065
0.5312,1.76,1.465
0.3639,1.862,1.669
-0.1199,1.738,1.65
-0.7687,1.591,1.517
-0.7931,1.42,1.368
-0.6514,1.149,1.218
-0.346,0.7052,0.9637
-0.8078,0.2556,0.5055
-0.5879,-0.2037,-0.09924
-0.1199,-0.6826,-0.6075
-0.203,-1.149,-0.9044
-0.247,-1.444,-1.093
0.1794,-1.628,-1.206
0.4934,-1.716,-1.35
0.4091,-1.777,-1.474
0.1696,-1.714,-1.586
0.07432,-1.556,-1.571
0.0621,-1.369,-1.389
0.3932,-0.8842,-0.9984
1.118,-0.3332,-0.3729
1.325,0.5256,0.4066
0.3541,1.427,0.9563
-0.1322,2.159,1.388
-0.3887,2.662,1.758
0.1831,2.754,2.014
0.8171,2.462,1.857
0.5569,2.026,1.388
-0.08817,1.47,0.8537
0.3455,0.8372,0.5129
0.3309,0.1713,0.216
-0.6123,-0.5189,-0.1249
-1.107,-1.125,-0.4523
-1.2,-1.599,-0.8188
-1.226,-1.912,-1.222
-1.244,-2.068,-1.633
-1.145,-2.082,-1.986
-0.8933,-1.941,-2.173
-0.09306,-1.616,-1.939
0.7279,-1.077,-1.358
0.4286,-0.2905,-0.4706
-0.2421,0.5647,0.5226
0.5984,1.306,1.375
1.29,1.99,1.891
1.129,2.482,2.051
1.068,2.585,2.023
1.14,2.309,1.791
0.6974,1.811,1.369
-0.4645,1.215,0.8635
-1.224,0.4927,0.3479
-1.244,-0.1903,-0.1994
-1.282,-0.795,-0.7981
-1.392,-1.234,-1.326
-1.259,-1.523,-1.698
-1.055,-1.675,-1.968
-0.5561,-1.697,-2.121
-0.7259,-1.62,-2.141
-1.648,-1.411,-2.163
-1.182,-0.9062,-1.903
0.2869,-0.2453,-1.042
1.145,0.5281,0.3284
0.9295,1.112,1.532
1.01,1.618,2.315
1.335,1.986,2.624
1.638,2.118,2.582
1.653,1.915,2.26
1.014,1.512,1.772
0.02178,1.017,1.207
-0.6819,0.445,0.5898
-0.9519,-0.1121,-0.0748
-0.8493,-0.6216,-0.6954
-0.958,-1.058,-1.222
-1.086,-1.372,-1.623
-1.099,-1.553,-1.877
-1.156,-1.588,-2.111
-1.198,-1.478,-2.421
-0.8334,-1.186,-2.632
-0.1199,-0.7926,-2.66
0.8306,-0.2746,-2.133
0.4995,0.4316,-0.6197
0.8489,1.129,1.324
1.483,1.567,2.606
1.702,1.821,3.072
1.477,1.879,2.917
1.203,1.749,2.475
0.833,1.457,1.802
-0.1969,1.086,1.077
-0.6905,0.616,0.5177
-0.8029,0.06749,0.06203
-1.046,-0.4078,-0.3986
-1.03,-0.8097,-0.9288
-1.006,-1.124,-1.486
-0.9544,-1.342,-2.004
-0.6587,-1.433,-2.319
-0.495,-1.44,-2.5
-0.357,-1.344,-2.478
-0.137,-1.12,-2.1
-0.2629,-0.657,-1.209
0.7585,0.0455,0.1317
0.9198,0.7077,1.203
0.7622,1.319,1.958
0.9723,1.795,2.396
1.229,2.078,2.51
1.296,2.052,2.371
1.256,1.766,2.04
0.7145,1.369,1.543
-0.2898,0.8506,0.9282
-0.7833,0.263,0.321
-0.7956,-0.2941,-0.2153
-0.7589,-0.795,-0.7358
-0.991,-1.217,-1.229
-1.223,-1.517,-1.664
-1.361,-1.692,-2.06
-1.435,-1.7,-2.375
-1.216,-1.584,-2.568
-0.6868,-1.347,-2.486
0.05477,-0.96,-1.917
0.5154,-0.2624,-0.748
0.6046,0.4511,0.5324
0.5117,1.022,1.38
0.3578,1.466,1.912
0.4372,1.771,2.234
0.7377,1.95,2.347
0.987,1.883,2.231
1.226,1.579,1.892
0.7047,1.169,1.305
-0.3533,0.704,0.6228
-0.7491,0.175,0.007055
-0.5585,-0.343,-0.5281
-0.5023,-0.8537,-0.974
-0.7064,-1.359,-1.337
-1.18,-1.747,-1.694
-1.547,-1.931,-2.016
-1.624,-1.941,-2.242
-1.489,-1.71,-2.281
-0.7662,-1.345,-1.924
-0.2898,-0.7902,-1.102
-0.9458,-0.03635,0.1952
-0.5072,0.726,1.401
0.9857,1.321,2.149
1.501,1.867,2.534
1.511,2.132,2.732
1.703,2.016,2.674
1.715,1.692,2.237
0.9662,1.246,1.478
0.1818,0.6955,0.69
-0.2336,0.1066,0.009499
-0.2946,-0.453,-0.5378
-0.4144,-0.9649,-0.9789
-0.721,-1.383,-1.339
-1.215,-1.677,-1.685
-1.642,-1.798,-2.075
-1.554,-1.742,-2.549
-0.9629,-1.484,-2.871
0.3871,-1.14,-2.655
1.063,-0.646,-1.762
0.2881,0.01129,-0.3399
0.1403,0.6991,0.9905
1.248,1.267,1.931
1.775,1.857,2.421
1.66,2.341,2.481
1.775,2.379,2.342
1.715,1.97,1.959
0.6204,1.476,1.401
-0.4669,0.9044,0.7865
-0.7784,0.3375,0.2111
-0.5219,-0.2184,-0.2226
-0.4229,-0.7682,-0.5733
-0.7565,-1.253,-0.9251
-1.174,-1.611,-1.295
-1.354,-1.793,-1.661
-1.41,-1.849,-2.099
-1.375,-1.754,-2.633
-0.6954,-1.587,-3.036
-0.00265,-1.259,-2.831
0.1378,-0.6655,-1.749
0.4103,0.2263,-0.03204
0.519,0.963,1.283
0.4457,1.618,2.287
0.9894,2.133,2.923
1.439,2.523,3.039
1.374,2.458,2.751
1.109,2.027,2.188
0.6522,1.504,1.467
0.05722,0.9251,0.7572
-0.3679,0.3155,0.194
-0.429,-0.2636,-0.2165
-0.5622,-0.7938,-0.5733
-0.6832,-1.252,-0.9202
-0.8615,-1.59,-1.292
-1.111,-1.805,-1.712
-1.399,-1.859,-2.187
-1.279,-1.766,-2.592
-0.7797,-1.544,-2.681
-0.0674,-1.247,-2.28
0.2112,-0.7828,-1.551
-0.2617,-0.08767,-0.3912
-0.3508,0.6197,0.8391
0.5655,1.174,1.72
1.163,1.703,2.234
1.264,2.089,2.437
1.488,2.173,2.427
1.604,1.896,2.157
1.021,1.443,1.677
-0.1835,0.9019,1.071
-0.798,0.3632,0.3809
-0.7662,-0.1707,-0.2666
-0.6587,-0.701,-0.8042
-0.9971,-1.164,-1.272
-1.354,-1.477,-1.676
-1.508,-1.631,-1.993
-1.57,-1.647,-2.263
-1.208,-1.488,-2.317
-0.6282,-1.236,-2.133
-0.07229,-0.8855,-1.664
0.1537,-0.4346,-0.7993
-0.1444,0.2495,0.4493
0.09631,0.8018,1.511
0.7683,1.345,2.205
1.063,1.775,2.513
1.459,1.943,2.53
1.826,1.834,2.251
1.619,1.576,1.726
0.01323,1.195,1.186
-0.6807,0.7236,0.7499
-0.418,0.263,0.3137
-0.2042,-0.1927,-0.153
-0.2592,-0.6643,-0.6172
-0.3985,-1.092,-1.067
-0.6355,-1.406,-1.497
-0.7589,-1.599,-1.896
-0.9067,-1.67,-2.264
-0.7442,-1.604,-2.527
-0.3093,-1.446,-2.607
0.1977,-1.252,-2.363
0.2551,-0.9136,-1.735
-0.2898,-0.2868,-0.6563
-0.765,0.4157,0.7987
0.2075,1.073,2.242
1.5,1.735,3.002
1.961,2.218,3.039
1.853,2.335,2.619
1.676,2.1,2.041
1.05,1.725,1.38
-0.04541,1.25,0.7596
-0.7027,0.7003,0.2868
-0.5842,0.1994,-0.05525
-0.3545,-0.2453,-0.3277
-0.2824,-0.6717,-0.6063
-0.2898,-1.059,-0.9215
-0.1957,-1.375,-1.238
-0.4657,-1.605,-1.573
-0.6416,-1.688,-1.953
-1.145,-1.666,-2.394
-0.6599,-1.526,-2.461
-0.1712,-1.495,-1.99
-0.7088,-1.188,-1.077
-0.3117,-0.7975,-0.2006
0.05355,0.002741,0.668
-0.2287,0.8787,1.544
0.06332,1.52,2.314
0.3419,1.932,2.811
0.3199,2.077,3.047
0.1513,2.163,3.052
0.03767,1.998,2.837
-0.3337,1.651,2.151
-0.55,1.096,1.203
-0.08328,0.4682,0.4652
0.1782,-0.1207,-0.01738
-0.01975,-0.6216,-0.3485
0.06577,-1.069,-0.6429
-0.02464,-1.408,-1.072
-0.02098,-1.562,-1.669
0.3639,-1.628,-2.214
1.044,-1.783,-2.465
1.516,-1.958,-2.48
2.24,-2.095,-2.262
2.341,-1.802,-1.779
0.2845,-1.226,-1.593
-0.7528,-0.4114,-1.246
-0.2678,0.3228,-0.4572
-0.3313,0.9093,0.635
-0.71,1.37,1.576
-1.097,1.751,2.246
-1.189,1.83,2.7
-0.9849,1.709,2.956
-0.8505,1.57,2.948
-1.288,1.355,2.74
-1.406,1.165,2.052
-0.44,0.8335,1.449
0.3223,0.3961,1.049
-0.1871,0.02595,0.2722
-0.3179,-0.3662,-0.6087
0.7695,-0.7022,-1.243
1.661,-1.035,-1.629
1.57,-1.339,-1.862
1.212,-1.518,-2.129
0.9283,-1.546,-2.496
1.114,-1.565,-2.764
1.207,-1.759,-2.917
0.3724,-1.845,-3.216
0.2246,-1.634,-3.068
0.552,-1.446,-2.171
-0.2592,-0.8708,-0.9801
-0.4132,-0.1659,-0.00394
0.2124,0.4731,0.7425
-0.03319,1.044,1.524
-0.302,1.463,2.309
-0.3704,1.784,2.987
-0.4681,1.939,3.41
-0.8957,1.926,3.46
-2.147,1.778,3.192
-2.502,1.541,2.777
-1.301,1.375,2.234
0.2148,1.108,1.693
0.8367,0.8506,1.027
0.5936,0.4817,0.3015
0.5887,0.06627,-0.2874
1.224,-0.3491,-0.7015
1.109,-0.795,-1.106
0.6546,-1.18,-1.551
0.4714,-1.472,-1.998
0.6998,-1.598,-2.34
0.965,-1.777,-2.427
0.4836,-2.046,-2.489
-0.1126,-1.93,-2.83
1.145,-1.609,-2.972
1.046,-1.675,-2.625
-0.5341,-1.32,-1.932
-1.685,-0.6362,-0.7626
-0.9409,0.09681,0.7108
0.6583,0.7138,1.774
0.8269,1.288,2.353
0.4188,1.723,2.661
-0.3081,1.942,2.804
-0.4865,1.83,2.887
-0.6734,1.733,2.756
-1.188,1.546,2.437
-1.784,1.338,1.846
-1.051,1.176,1.17
0.6937,0.7724,0.7645
1.09,0.2886,0.4212
0.02301,-0.1805,-0.09313
-0.4632,-0.5397,-0.6869
0.3541,-0.7804,-1.154
0.7622,-0.9575,-1.532
0.6595,-1.064,-1.841
1.03,-1.108,-2.017
1.526,-1.14,-1.975
1.378,-1.333,-1.966
-0.01975,-1.512,-2.242
-0.484,-1.328,-2.559
0.2307,-1.021,-2.408
1.009,-0.861,-1.613
0.5532,-0.8451,-0.5439
-0.5732,-0.5703,0.3064
-1.004,-0.06812,0.7291
-0.5732,0.5134,1.16
-0.3301,0.9447,1.631
-0.346,1.297,2.08
-0.3851,1.592,2.469
-0.2543,1.684,2.672
-0.3899,1.716,2.68
-0.2348,1.652,2.494
-0.2055,1.614,2.005
0.508,1.441,1.4
1.014,0.9288,0.7523
-0.1383,0.3509,-0.04426
-0.699,-0.1084,-0.6893
0.1036,-0.4554,-0.9435
0.8355,-0.7462,-0.9557
0.9882,-1.009,-0.9386
1.05,-1.274,-1.008
1.217,-1.511,-1.174
1.108,-1.72,-1.425
0.7573,-1.78,-1.676
0.5386,-1.816,-1.813
-0.3667,-1.821,-2.042
-0.6709,-1.51,-2.213
-0.2714,-1.311,-2
-0.1285,-1.1,-1.546
-0.007537,-0.7718,-0.9141
-0.4669,-0.3406,-0.2752
-0.4425,0.2214,0.4127
-0.2213,0.6784,1.12
-0.214,1.036,1.741
-0.1896,1.29,2.205
-0.3203,1.458,2.525
-0.4816,1.548,2.8
-0.8908,1.607,2.967
-1.168,1.622,2.85
-1.012,1.604,2.244
-0.1664,1.371,1.559
0.1501,0.9508,1.011
-0.6893,0.5134,0.5214
-1.189,0.1542,0.0266
-0.4877,-0.1072,-0.4144
0.3455,-0.3467,-0.8433
0.6168,-0.5861,-1.29
0.6595,-0.8036,-1.692
0.8232,-1.031,-1.988
0.7903,-1.21,-2.188
0.8318,-1.351,-2.269
0.5911,-1.491,-2.407
-0.1957,-1.446,-2.688
-0.01242,-1.27,-2.491
0.4225,-1.336,-1.804
-0.203,-1.202,-1.073
-0.7613,-0.8097,-0.5012
-0.7284,-0.2673,0.03516
-0.2714,0.1884,0.6607
-0.1065,0.489,1.295
-0.1163,0.7248,1.892
-0.06618,0.9545,2.4
-0.09184,1.111,2.87
-0.4865,1.223,3.144
-1.178,1.283,2.966
-1.472,1.358,2.369
-0.0674,1.26,1.821
1.539,0.9203,1.476
0.227,0.5525,0.9001
-1.59,0.219,0.07059
-0.7125,0.006406,-0.4902
0.9686,-0.2514,-0.7675
0.9075,-0.5739,-0.9557
0.2759,-0.8439,-1.128
-0.006315,-0.9905,-1.386
0.227,-0.9881,-1.771
0.7927,-0.949,-2.091
1.275,-1.033,-2.212
0.7915,-1.143,-2.388
0.1965,-1.157,-2.391
-0.0503,-1.224,-2.096
-0.2946,-1.115,-1.646
-0.5854,-0.7779,-1.075
-0.5585,-0.2831,-0.3546
-0.04541,0.1298,0.4567
-0.03686,0.467,1.202
-0.2274,0.8054,1.846
-0.258,1.064,2.334
-0.08939,1.21,2.641
0.1036,1.231,2.85
-0.1651,1.189,2.918
-0.9238,1.073,2.702
-1.681,1.066,1.995
-1.07,0.9789,1.275
0.5325,0.6405,0.9197
-0.203,0.3265,0.365
-1.388,0.1115,-0.2324
-0.616,-0.02658,-0.5354
1.071,-0.1842,-0.6356
1.301,-0.4444,-0.8201
0.618,-0.6509,-1.161
0.3883,-0.756,-1.581
0.7011,-0.7535,-1.911
1.41,-0.8451,-1.939
1.493,-1.056,-1.861
0.8012,-1.204,-2.012
0.2637,-1.078,-2.201
0.6046,-1.044,-1.709
0.7133,-1.201,-0.9056
-0.4987,-0.8977,-0.4694
-0.9813,-0.3149,-0.2532
-0.3301,0.2312,0.06814
0.3174,0.5049,0.591
0.1586,0.7541,1.149
-0.04908,0.9752,1.582
-0.1297,1.049,1.868
-0.4009,1.156,2.077
-0.82,1.284,2.243
-1.208,1.293,2.141
-0.9605,1.35,1.819
0.3126,1.201,1.586
0.8978,0.8482,1.242
-0.08817,0.4255,0.5287
-0.3875,0.06994,-0.1762
0.3064,-0.2294,-0.5501
0.4995,-0.4982,-0.748
0.3052,-0.7205,-0.9288
0.3162,-0.8598,-1.173
0.7304,-0.9771,-1.417
1.11,-1.113,-1.597
1.19,-1.274,-1.64
0.6717,-1.423,-1.702
0.1012,-1.406,-1.834
0.1342,-1.355,-1.779
0.06332,-1.27,-1.53
-0.1651,-1.1,-1.194
-0.4889,-0.7767,-0.7553
-0.3704,-0.3296,-0.2116
0.2393,0.07727,0.3968
0.4042,0.4377,0.9429
0.004681,0.836,1.397
-0.4901,1.195,1.759
-0.4608,1.405,2.079
-0.5317,1.573,2.378
-0.9361,1.629,2.579
-1.375,1.553,2.477
-1.349,1.472,2.016
-0.03808,1.187,1.66
0.1623,0.8702,1.237
-0.6966,0.5269,0.6057
-0.666,0.1762,0.05104
