acceleration_x,acceleration_y,acceleration_z,gyro_x,gyro_y,gyro_z,activity
-0.05988,-0.007185,9.865,2.26,-2.546,-5.471,1
-7.973,0,5.269,-0.6245,-1.553,-3.518,1
-0.06946,0.03353,9.879,-0.2555,0.3131,-0.4047,1
-0.05269,0.00958,9.86,0.8782,2.185,2.689,1
-0.0503,0.04551,9.911,-0.346,3.112,4.943,1
-1.72,9.19,3.248,-0.3789,3.023,5.947,1
-0.07185,0.03353,9.918,-0.5732,2.485,4.711,1
-0.03832,-0.00958,9.834,-4.557,0.6258,2.797,1
-0.05748,0.05509,9.86,-2.04,-0.321,1.972,1
-0.05748,0.08862,9.829,0.3553,-0.2184,0.8891,1
-0.04311,0.02874,9.848,-0.06251,-0.321,-0.3424,1
-7.496,0.1964,6.323,-0.02098,-0.3528,-1.384,1
-2.464,7.825,7.161,0.01079,-0.3858,-2.583,1
-0.0503,0,9.839,0.9234,-0.4163,-3.681,1
-1.734,7.477,6.043,2.607,-0.8671,-4.425,1
-0.06227,0.002395,9.915,1.885,-1.097,-4.645,1
-0.06467,0.01198,9.858,-0.357,-0.8219,-4.081,1
-0.08383,0.00479,9.853,-1.378,-0.1817,-2.556,1
-0.4527,-0.4934,10.35,-0.1969,0.5415,0.03638,1
-0.04311,0.02156,9.944,0.3761,1.407,2.884,1
-0.05988,0.00479,9.872,-0.1163,2.146,5.048,1
-7.384,0.3257,6.088,-0.126,2.179,5.539,1
-0.1006,0.002395,9.856,-1.846,1.266,4.204,1
-0.06467,0.03832,9.872,-2.815,0.7529,2.095,1
-0.03353,0.00479,9.86,-1.296,0.03695,1.079,1
-4.141,-4.941,3.454,-0.06618,-0.3125,0.2673,1
-1.926,7.563,6.033,0.3565,-0.558,-0.572,1
-0.05988,0.02635,9.918,0.1391,-0.6032,-1.25,1
-0.05748,-0.01198,9.853,0.6033,-0.6313,-1.995,1
-0.05988,-0.03832,9.894,2.156,-0.839,-3.028,1
-0.002395,-0.00958,9.841,2.521,-1.618,-4.041,1
-5.418,-0.467,7.104,2.217,-2.08,-4.486,1
-0.06467,0.06467,9.834,1.923,-2.042,-3.983,1
-0.07425,-0.02156,9.863,1.185,-1.165,-2.583,1
-0.06467,0.0479,9.872,0.1134,0.3363,-0.456,1
-0.05988,0.04551,9.879,0.05844,1.812,2.209,1
-0.05988,-0.01198,9.853,-1.814,2.758,4.061,1
-0.09101,0.03832,9.832,-2.576,1.823,4.433,1
-0.0503,-0.00479,9.906,-2.438,0.93,3.643,1
-0.06706,0.02635,9.851,-2.581,1.024,2.569,1
-0.06227,-0.00958,9.882,-1.531,0.2605,2.061,1
-0.02635,0.03114,9.863,-1.1,-0.1207,1.247,1
-0.03832,-0.02156,9.891,-0.4241,-0.08034,0.1329,1
-0.06706,0.002395,9.889,0.1574,-0.1255,-1.103,1
-0.05509,0.03832,9.875,0.5141,-0.2795,-2.263,1
-0.07664,-0.01916,9.815,0.9821,-0.4982,-3.354,1
-0.05509,0.03832,9.927,2.216,-0.701,-4.242,1
-0.04551,0.01437,9.851,2.669,-1.188,-4.623,1
-0.06467,0.03114,9.891,2.466,-1.436,-4.122,1
-8.541,0.3976,6.629,1.589,-0.8806,-2.648,1
-0.08862,0.03353,9.903,0.3883,0.6038,-0.4413,1
3.681,12.04,4.733,-0.03686,2.246,2.332,1
-0.07185,0.01437,9.882,-0.4901,3.552,4.22,1
-0.09101,0.01916,9.867,-1.489,3.356,4.336,1
-0.06227,0.02395,9.915,-1.15,2.939,3.096,1
-2.726,0.00479,10.45,-2.303,2.186,1.86,1
-3.581,1.868,7.841,-1.99,1.006,1.197,1
-0.03832,0.01677,9.858,-0.6196,-0.6216,0.5849,1
-0.08383,0.01198,9.879,-1.216,-1.35,-0.2617,1
-0.08622,-0.00958,9.877,0.5459,-1.276,-1.483,1
-0.0503,0.01437,9.918,1.07,-1.303,-3.178,1
-0.06946,0.007185,9.872,1.977,-1.472,-4.529,1
-0.0479,0.05748,9.925,2.458,-1.917,-4.984,1
-0.06706,0.04072,9.858,1.966,-1.984,-4.287,1
-0.05988,0.02874,9.891,0.4873,-1.081,-2.802,1
-0.1054,0.07664,9.913,1.163,0.1408,-0.6478,1
-0.1006,0.03114,9.889,1.152,1.424,1.754,1
-0.07425,0.06467,9.872,-1.356,2.589,3.996,1
-0.06706,0.02395,9.889,-2.037,2.561,5.352,1
-0.04551,0.02635,9.872,-1.97,2.214,4.951,1
-0.04072,0.002395,9.879,-3.658,1.641,3.506,1
0.00958,-0.03832,9.822,-2.34,0.8237,2.226,1
-0.03832,0.02874,9.851,-0.3789,0.2727,0.861,1
-0.0503,0.01198,9.913,-0.2177,-0.3357,-0.4499,1
-0.03114,0.02874,9.829,-0.2152,-0.6949,-1.846,1
-0.08143,0.03593,9.939,0.706,-1.276,-3.846,1
-0.08143,0.04311,9.93,3.386,-2.551,-5.398,1
-0.05269,-0.00958,9.911,3.456,-3.91,-5.571,1
-0.05988,0.00958,9.923,1.043,-3.903,-4.758,1
-0.01198,0.04072,9.841,0.0169,-1.941,-3.213,1
-4.148,2.467,8.469,1.031,0.7517,-1.284,1
-0.04551,0.01916,9.865,0.8697,2.384,1.275,1
-0.06227,0.03114,9.793,-1.435,3.364,4.105,1
-0.05509,0.03353,9.872,-2.198,2.771,6.05,1
-7.386,-5.932,-3.171,-1.548,1.735,5.997,1
-0.0503,0.02395,9.867,-2.962,1.267,4.337,1
-0.03832,0.002395,9.913,-3.731,0.9716,2.59,1
-0.07664,0.00479,9.901,-1.224,0.7346,1.576,1
-0.3137,7.956,4.972,-0.225,0.445,0.2734,1
-0.07425,-0.01677,9.915,0.3956,-0.2392,-0.8604,1
-1.085,-8.799,-4.735,-0.1578,-0.701,-2.082,1
-0.01437,0.07425,9.839,1.597,-1.038,-3.281,1
-5.382,-5.513,3.605,2.411,-1.488,-4.313,1
-3.727,-5.573,-6.304,1.859,-1.885,-4.884,1
-0.05509,0.04311,9.846,1.984,-2.016,-4.588,1
-0.0479,0.02395,9.863,1.514,-1.628,-3.502,1
-0.02874,0.02395,9.867,1.99,-0.6741,-1.644,1
-0.09101,-0.01677,9.908,3.688,1.031,0.6338,1
-0.0982,0.03114,9.851,-0.2983,3.393,3.578,1
-0.06706,0.00958,9.853,-2.292,3.702,5.461,1
-0.04551,0.02874,9.889,-1.753,3.045,5.377,1
-0.08862,0.04072,9.834,-3.133,2.248,3.595,1
-0.05988,0.01677,9.918,-3.812,1.35,2.173,1
-4.203,-8.318,-2.153,-0.9055,0.6881,1.116,1
-0.07425,0.00479,9.86,0.1977,0.2703,-0.0748,1
-0.1006,0.05748,9.918,0.2307,-0.1194,-1.14,1
-0.07185,0.01677,9.839,0.4555,-0.5409,-2.021,1
-0.07425,0.05269,9.899,1.25,-0.993,-2.957,1
-5.676,1.59,8.066,1.582,-1.521,-3.9,1
-0.0479,0.01916,9.865,1.881,-1.869,-4.377,1
-0.06467,-0.002395,9.856,2.091,-1.874,-4.06,1
-0.03832,0.02395,9.889,1.482,-1.287,-3.125,1
-7.278,0.7353,6.421,0.5545,0.1041,-1.513,1
-0.7856,8.586,5.782,0.6498,1.519,0.6497,1
-2.486,7.223,6.28,-1.026,3.239,3.417,1
-0.06467,-0.02395,9.875,-1.899,3.327,5.094,1
-0.1126,0.03114,9.944,-2.043,2.279,4.623,1
-0.05269,-0.01916,9.844,-2.754,1.563,2.937,1
-3.451,2.376,8.536,-3.265,0.7578,1.994,1
-7.252,0.4527,6.562,-1.402,0.12,1.402,1
-0.0982,0.01198,9.848,-0.5451,-0.3174,0.4933,1
-0.03593,0.01198,9.903,-0.3948,-0.6228,-0.4841,1
-0.04072,0.002395,9.836,0.02056,-0.7474,-1.36,1
-0.05509,0.01677,9.844,0.5203,-0.9197,-2.284,1
-0.08622,0.01437,9.877,1.219,-1.214,-3.18,1
-0.08383,-0.007185,9.872,1.801,-1.583,-3.857,1
-0.08622,0.02156,9.865,2.271,-1.648,-3.899,1
-0.1078,0.01916,9.858,1.848,-1.385,-3.32,1
-0.07185,0.03832,9.877,0.4885,-0.4591,-2.147,1
-0.06706,0.02874,9.858,0.6766,0.9447,0.1109,1
-0.07904,0.03593,9.896,0.4543,2.418,2.711,1
-0.0479,-0.00958,9.815,-0.5451,3.215,4.493,1
-2.259,-6.538,-6.524,-1.151,2.48,4.322,1
-0.1126,0.01677,9.834,-2.483,1.819,2.977,1
-0.03593,0.04551,9.927,-3.795,0.9813,2.086,1
-1.631,8.083,5.736,-1.684,0.1457,1.656,1
-0.04072,0.03114,9.841,-1.006,-0.4114,0.745,1
-0.08383,0.02874,9.884,-0.8554,-0.7156,-0.4572,1
-0.04311,0.04072,9.858,0.3174,-0.8464,-1.701,1
-0.06946,0.03353,9.877,0.7341,-1.082,-3.008,1
-0.07664,0.03114,9.834,1.631,-1.444,-3.95,1
-0.05988,0.02635,9.872,2.146,-1.682,-4.05,1
-0.06227,0.01198,9.86,1.798,-1.528,-3.366,1
-0.05988,0.04551,9.86,1.738,-1.069,-2.517,1
-1.013,-1.645,10.15,0.9173,-0.3088,-1.796,1
-0.0982,0.00479,9.87,-0.6379,0.5721,-0.7406,1
-0.03353,0.03353,9.915,-0.1163,1.369,1.455,1
-4.16,6.735,4.697,-0.3105,2.37,3.892,1
-0.0503,-0.002395,9.851,-1.365,2.038,5.138,1
-0.05988,0.00958,9.915,-1.759,1.47,4.741,1
-1.842,9.223,3.097,-3.321,0.7456,3.743,1
-0.05509,0.03353,9.918,-2.88,0.2043,2.855,1
-0.0479,0.05269,9.906,-1.483,-0.005811,1.538,1
-0.05269,-0.002395,9.939,-0.5561,-0.09988,0.1451,1
-0.03593,0.00479,9.87,0.4616,-0.2282,-1.022,1
-0.0479,0.00958,9.879,0.3138,-0.4505,-2.056,1
-1.835,7.506,6.174,0.811,-0.7034,-2.987,1
-0.115,-0.01198,9.899,1.713,-1.126,-3.96,1
-0.04311,0.04551,9.841,2.488,-1.655,-4.581,1
-0.09101,0.03593,9.937,2.272,-2.078,-4.414,1
-4.548,2.982,5.588,1.461,-1.647,-3.664,1
-0.08383,0.02395,9.87,0.02301,-0.4298,-2.513,1
-7.463,0.6993,6.517,0.8941,0.8335,-0.5806,1
-0.04551,0.03353,9.86,0.3724,2.329,2.293,1
-0.04311,0.01916,9.944,-1.311,3.112,4.707,1
-8.071,0.8239,6.843,-0.7784,2.507,5.68,1
-0.04072,0.05509,9.932,-2.143,1.885,4.265,1
-0.0503,0.00479,9.925,-4.146,1.052,2.799,1
-0.0479,0.04311,9.86,-1.911,0.4511,2,1
-0.01677,-0.01916,9.846,-0.9776,0.1274,0.9698,1
-0.08143,-0.01916,9.882,-0.7003,-0.03635,-0.1286,1
-1.339,6.577,-6.455,0.2515,-0.1512,-1.047,1
-2.302,1.681,5.446,0.5129,-0.3674,-1.85,1
-0.07425,0.02156,9.824,1.071,-0.9343,-2.633,1
-0.1557,2.088,6.799,1.611,-1.339,-3.789,1
-0.1078,0.002395,9.844,2.078,-1.781,-4.319,1
2.407,-8.909,7.834,2.148,-1.86,-4.125,1
-0.04551,0.00958,9.877,1.493,-1.501,-3.432,1
-0.01677,0.01677,9.848,1.272,-0.5935,-1.687,1
-1.734,6.996,6.352,0.04255,0.792,0.9527,1
-0.06946,-0.00958,9.853,-1.439,2.491,4.155,1
-0.08143,0.00958,9.891,-1.657,2.915,6.092,1
-0.02395,0.01677,9.848,-1.47,2.686,5.566,1
-0.0479,0.01437,9.822,-4.072,1.648,3.54,1
-0.03832,-0.00479,9.915,-2.125,0.5134,1.692,1
-4.809,6.524,5.609,-0.6025,-0.1219,0.04859,1
-0.06227,0.00479,9.863,-0.4486,-0.5593,-1.361,1
-0.08383,0.007185,9.81,0.4091,-0.8354,-2.695,1
-0.06467,0.01437,9.884,0.9589,-1.174,-4.036,1
-0.03593,0.01198,9.879,2.04,-1.593,-5.034,1
-0.05988,0.06946,9.913,2.703,-2.187,-5.381,1
-0.08143,-0.01198,9.851,2.449,-2.107,-4.786,1
-0.08143,0.01437,9.848,1.344,-1.149,-3.299,1
-3.743,-7.537,-5.724,0.9552,0.5024,-0.985,1
-0.02156,0.03114,9.856,0.06455,1.987,1.967,1
-0.0958,0.04072,9.908,-1.537,3.133,4.775,1
-0.06227,0.00479,9.846,-2.221,3.117,6.172,1
-0.0479,0.00479,9.879,-1.328,2.579,5.155,1
-0.05988,0.01198,9.913,-4.329,1.95,3.103,1
-0.1006,-0.002395,9.867,-2.861,0.8494,1.928,1
-0.02874,0.0503,9.889,0.02789,0.434,1.039,1
-0.05988,0.05269,9.894,-0.2592,0.219,0.03271,1
-0.05748,0.04551,9.901,0.4347,0.006406,-0.8604,1
-0.06946,0.00479,9.875,1.066,-0.3259,-1.89,1
-0.1269,0.03593,9.822,1.272,-0.8635,-3.173,1
-8.502,0.01437,7.039,2.291,-1.715,-4.4,1
-4.392,1.803,8.395,2.302,-2.675,-4.888,1
-1.665,7.494,6.007,2.283,-2.861,-4.425,1
-0.05509,-0.02635,9.858,1.677,-2.102,-3.318,1
-0.07425,0.01437,9.925,2.14,0.2569,-1.264,1
-0.08622,0.01198,9.844,0.3944,2.622,1.269,1
-0.03593,0,9.911,-1.25,4.066,3.903,1
-8.002,-0.6898,7.197,-1.432,3.739,4.959,1
-2.723,7.99,5.717,-3.127,2.472,4.21,1
-0.07185,0.00479,9.896,-3.99,1.134,3.092,1
-0.07664,0.01677,9.865,-2.461,0.2129,2.278,1
-0.07425,0.01677,9.872,-2.006,-0.2831,1.014,1
-0.1006,0.03114,9.882,-0.5756,-0.2758,-0.5647,1
-0.06706,0.02874,9.901,0.9601,-0.4786,-2.279,1
-0.06467,0.002395,9.867,1.141,-1.028,-3.639,1
-0.06706,-0.002395,9.834,1.725,-1.824,-4.633,1
-0.05748,0.02874,9.887,2.609,-2.464,-4.868,1
-0.08143,0.02874,9.839,2.661,-2.42,-4.267,1
-0.02395,0.01198,9.858,1.305,-1.526,-3.123,1
-0.05748,0.0479,9.882,0.4091,0.03695,-1.734,1
-7.219,0.7017,6.318,0.2759,1.067,0.4395,1
-0.002395,0.01437,9.954,-1.003,2.494,3.78,1
-8.031,-0.503,7.022,-1.329,2.852,6.21,1
-0.08383,0,9.817,-1.001,2.517,6.523,1
-0.07664,0.01198,9.844,-4.082,1.509,4.565,1
-0.05988,0.0479,9.891,-3.069,0.6393,2.601,1
-4.026,-7.398,-6.459,-1.758,0.05894,1.356,1
-1.456,2.884,9.149,-0.9275,0.0174,0.08158,1
-0.04311,-0.01677,9.927,0.5826,-0.01803,-1.113,1
-0.06946,0.007185,9.894,0.7133,-0.2941,-2.144,1
-0.03832,0.01437,9.887,0.7243,-0.6387,-3.166,1
-0.06227,0.02395,9.884,2.344,-1.246,-4.324,1
-4.527,-6.122,-7.108,2.133,-2.349,-5.101,1
-3.576,-8.169,-5.748,2.039,-2.72,-4.743,1
0.007185,0.07185,9.834,1.342,-1.763,-3.157,1
-0.02635,0.07425,9.817,1.368,0.3094,-0.9276,1
-0.07904,-0.01916,9.87,-0.181,2.65,2.361,1
-0.04551,-0.002395,9.906,-1.797,3.607,4.799,1
-0.05269,-0.01916,9.86,-1.278,2.948,5.623,1
-0.04072,-0.00958,9.918,-2.566,2.152,4.51,1
-0.07185,0.007185,9.915,-3.174,1.212,2.777,1
-2.627,-6.067,-6.591,-1.631,0.3815,1.732,1
-7.25,0.1078,6.828,-1.337,-0.343,0.7694,1
-3.379,-8.921,-2.63,0.337,-0.2929,-0.1994,1
-1.624,7.499,6.004,0.574,-0.3002,-1.348,1
-0.05988,0.02156,9.918,0.7646,-0.525,-2.447,1
-0.0479,0,9.915,1.84,-0.9575,-3.625,1
-0.07904,-0.002395,9.834,3.511,-1.997,-4.544,1
-1.823,7.554,6.05,4.32,-3.256,-4.644,1
-0.06227,-0.04072,9.92,3.493,-3.711,-3.453,1
0.2251,8.095,4.809,0.271,-2.523,-2.127,1
0.17,0.002395,9.87,-0.9825,-0.1133,-0.6075,1
-0.09341,0.02156,9.891,-0.01242,1.98,1.845,1
-6.474,-6.342,5.077,-1.378,3.652,4.007,1
-0.03593,-0.01677,9.901,-2.693,3.9,5.295,1
-0.02156,0.01677,9.86,-2.135,2.802,4.771,1
-7.499,0.4503,6.409,-2.723,2.044,2.982,1
-0.09341,0.01437,9.879,-2.455,1.205,1.887,1
-0.06227,0.00479,9.891,-0.6233,0.6576,0.9185,1
-0.04311,0.03593,9.879,-0.1945,0.241,-0.1457,1
-0.03353,0.07185,9.906,0.05722,-0.09866,-1.171,1
-0.07904,0.01677,9.937,0.5911,-0.486,-2.265,1
-0.03593,0.00479,9.923,1.402,-1.016,-3.53,1
-0.07904,-0.03114,9.927,1.781,-1.796,-4.809,1
-7.252,0.3281,6.673,2.349,-2.223,-5.328,1
-0.07185,0.03353,9.86,2.982,-2.116,-4.545,1
-0.04072,0.01916,9.872,3,-1.397,-2.964,1
-0.05269,0.03832,9.894,2.37,0.06138,-1.309,1
-0.03832,0.04551,9.865,0.7487,1.659,1.14,1
-0.05509,0.01437,9.853,-1.397,3.121,3.743,1
-0.06946,0.02156,9.899,-2.126,3.42,5.341,1
-0.02874,0.02156,9.877,-2.315,2.782,5.14,1
-0.06946,-0.02395,9.899,-4.628,1.669,3.581,1
-0.06467,-0.02395,9.827,-3.687,0.7077,2.355,1
-0.09101,0.02635,9.879,-0.4278,0.1261,1.333,1
-0.04311,0.00479,9.858,-0.2397,-0.4285,0.07669,1
-0.04311,0.007185,9.901,-0.03197,-0.9636,-1.409,1
-1.523,7.298,6.735,0.8807,-1.763,-3.144,1
-0.07904,0.01916,9.863,1.518,-2.617,-4.601,1
-0.0503,0.007185,9.913,1.621,-3.201,-5.637,1
-0.01916,0.02635,9.872,1.799,-3.295,-5.757,1
-0.03832,0.01198,9.841,1.653,-2.658,-4.752,1
-5.806,-7.781,-4.424,0.7646,-1.163,-2.803,1
-0.06467,0.01677,9.858,-0.6917,0.9435,-0.4853,1
-0.04072,0.02635,9.86,-0.71,2.544,2.172,1
-7.82,0.03353,6.1,-1.075,3.709,4.65,1
-1.803,-1.892,3.13,-1.727,4.129,6.602,1
-0.08143,-0.002395,9.822,-1.68,3.282,6.723,1
-0.05988,-0.007185,9.913,-3.525,2.369,4.574,1
-0.05988,0.002395,9.875,-3.102,1.176,2.608,1
-0.07185,0.01437,9.906,-0.8188,0.5818,1.659,1
-0.05748,0.01198,9.939,-0.7699,0.05039,0.6143,1
-2.793,-8.277,-4.203,-0.1639,-0.2868,-0.4352,1
-0.0503,0.01677,9.889,0.7829,-0.5507,-1.508,1
-0.07185,-0.01437,9.856,1.146,-0.9869,-2.688,1
-0.04551,0,9.92,1.302,-1.548,-4.078,1
-0.02874,0.03353,9.915,2.013,-2.32,-5.347,1
-0.06946,0.01916,9.896,2.986,-3.086,-6.194,1
-3.777,-8.991,-4.34,3.864,-3.394,-6.073,1
-2.862,-7.995,-4.146,4.559,-2.744,-4.483,1
-0.07664,0.03832,9.899,2.217,-0.9038,-2.818,1
-0.05269,-0.01437,9.882,-1.058,1.546,-0.5757,1
-0.07185,0.00958,9.891,-2.009,3.369,2.689,1
-0.03353,0.05988,9.867,-2.389,4.065,5.185,1
-0.1126,0.02395,9.858,-2.612,4.162,6.696,1
-3.509,-6.153,-6.114,0.1171,2.884,6.29,1
-0.07904,0.007185,9.846,1.022,2.62,3.995,1
-0.04072,0.02874,9.877,-0.1016,2.236,2.134,1
-7.307,0.5868,6.507,-2.918,1.03,1.154,1
-0.5652,1.643,9.683,-3.974,-0.2208,0.3455,1
-0.07425,0.05988,9.834,-0.6868,-0.6362,-0.5794,1
-0.2036,0.02395,9.844,-0.2617,-0.9417,-1.794,1
-0.05748,0.05748,9.872,-1.463,-1.444,-3.276,1
-0.0503,0.03114,9.877,0.8391,-1.92,-4.456,1
-0.05509,0.00958,9.844,2.411,-2.807,-5.084,1
0.1581,7.657,5.449,2.487,-2.882,-5.017,1
0.3449,7.956,7.101,1.818,-2.044,-4.229,1
-0.05269,0.007185,9.908,0.6229,-0.4469,-2.389,1
-0.03593,0.0503,9.867,0.4567,1.079,-0.07236,1
-0.05269,0.007185,9.879,-0.4657,2.629,2.699,1
-0.115,-0.01677,9.872,-1.344,3.56,4.906,1
-0.07664,0.04311,9.872,-0.9519,2.871,5.585,1
-0.0982,0.05748,9.846,-1.789,2.513,4.126,1
-0.05748,-0.01198,9.925,-4.549,1.596,2.473,1
-4.141,1.267,8.725,-2.964,0.6246,1.849,1
-5.688,-6.598,-6.546,-0.4498,0.2947,1.257,1
-0.06706,0.02395,9.896,-0.6563,0.252,0.2661,1
-0.09101,0.02635,9.901,-0.3191,-0.03147,-0.8311,1
-0.05509,0.06706,9.832,0.6229,-0.4371,-2.19,1
-0.02874,0.00958,9.872,0.8245,-1.098,-3.548,1
-0.04311,0.03353,9.896,1.765,-1.904,-4.634,1
-0.03832,0.01677,9.856,2.644,-2.48,-4.963,1
-0.0479,0.05269,9.891,1.945,-2.361,-4.394,1
-0.08622,0.04311,9.867,1.509,-1.391,-3.088,1
-0.05509,0.02635,9.875,0.8477,0.02962,-0.9141,1
-0.0958,-0.01437,9.884,-0.214,1.353,2.003,1
-0.07425,0.01916,9.841,-0.9397,2.61,4.567,1
-0.3018,8.193,7.116,-1.35,3.13,6.079,1
-0.06946,0.03353,9.894,-1.463,2.981,5.584,1
-0.0503,-0.01916,9.894,-4.328,2.135,3.655,1
-0.04551,0.01677,9.858,-3.096,0.9398,2.091,1
-2.33,7.817,5.633,-1.177,-0.1707,1.083,1
-0.01916,0.01916,9.836,-0.9532,-0.4371,-0.00394,1
-0.06467,0.01677,9.865,0.4433,-0.5116,-1.108,1
-5.252,7.013,5.655,0.8355,-0.6423,-2.322,1
-0.07904,0.04311,9.911,1.08,-0.8622,-3.549,1
-0.05988,-0.01198,9.906,2.358,-1.247,-4.394,1
-0.08383,0.02874,9.911,2.675,-1.805,-5.041,1
-0.01916,0.02395,9.894,2.561,-2.027,-5.047,1
-0.03114,0.02156,9.877,2.179,-1.813,-4.218,1
-0.7568,-0.3976,9.757,1.457,-0.8512,-2.582,1
-0.08862,0.007185,9.877,0.8501,0.5721,-0.6099,1
-0.07904,0.002395,9.932,-0.1028,1.977,1.722,1
-0.0958,0.02156,9.848,-1.663,3.29,4.025,1
-1.739,7.506,6.088,-1.626,3.504,5.827,1
-0.07664,0.02635,9.858,-2.88,3.156,6.18,1
-6.399,-2.385,6.787,-4.127,2.559,4.865,1
-1.641,-8.289,1.336,-4.428,1.547,3.18,1
-0.04072,0.02395,9.879,-1.68,0.671,1.515,1
-2.591,-6.663,-7.999,-0.2788,0.4523,-0.2434,1
-0.05988,0.01677,9.86,0.2221,0.3155,-1.644,1
-0.07904,-0.01916,9.856,0.822,0.1542,-2.659,1
-3.734,6.344,6.052,1.058,0.00885,-3.479,1
-0.103,0.0479,9.798,0.8807,-0.06445,-4.146,1
-0.06227,0.04551,9.858,1.313,-0.1426,-4.826,1
-2.467,-8.708,-4.151,1.898,-0.4298,-5.507,1
-0.05988,0.002395,9.903,2.065,-0.7572,-5.86,1
-0.08622,0.01437,9.858,1.732,-0.7059,-5.624,1
-0.08143,-0.002395,9.815,-0.1651,0.1432,-4.709,1
-6.002,-4.503,3.7,0.5056,1.209,-2.499,1
-0.1006,0.04311,9.875,-0.3814,2.607,0.6448,1
-0.4024,-1.272,8.596,-2.571,3.603,3.56,1
-8.126,1.605,7.219,-2.005,4.171,5.843,1
-0.0503,0.01198,9.853,-0.9238,4.055,6.238,1
-0.103,0.00479,9.884,-2.783,3.32,4.623,1
-0.04311,0.02635,9.884,-3.799,2.044,3.34,1
-0.09101,0.02874,9.872,-2.82,1.056,2.289,1
-0.07425,0.05269,9.863,-0.5671,0.4792,0.6338,1
-0.03353,0.03353,9.87,1.107,0.4817,-0.9642,1
-0.08143,0.01437,9.863,1.06,0.4768,-2.163,1
-1.945,-7.07,-5.264,1.758,0.3644,-3.326,1
-0.01916,0.03832,9.786,0.3639,-0.2941,-5.211,1
-0.05748,0.03114,9.827,1.556,-0.558,-8.836,1
-0.03353,-0.03353,9.899,4.835,-1.411,-10.41,1
-0.01916,0.03593,9.872,4.894,-0.9808,-7.448,1
-2.005,2.544,9.441,1.066,0.8738,-2.504,1
-0.103,-0.00479,9.858,0.1183,2.381,2.414,1
-1.415,7.211,5.293,-1.284,3.676,6.21,1
-0.06467,0.02635,9.908,-2.975,3.424,7.924,1
-1.868,2.333,8.818,-3.861,2.656,8.19,1
0.002395,0.01437,9.86,-0.2751,0.8323,7.03,1
-0.06467,-0.01677,9.848,-1.471,1.177,4.774,1
-0.03114,0.02635,9.872,-3.734,0.7138,2.997,1
-0.03832,-0.007185,9.877,-1.205,0.5024,1.124,1
-0.06227,-0.00479,9.901,-0.1615,0.4132,-1.095,1
-0.0479,0.0479,9.891,-0.3252,-0.4505,-3.239,1
-0.04551,-0.02156,9.915,-0.09061,-1.182,-4.805,1
-2.194,9.312,3.595,-2.106,-1.302,-6.395,1
-0.05269,-0.01916,9.884,-0.335,-0.9759,-7.967,1
-0.02156,0,9.899,2.631,-0.938,-8.849,1
-0.06227,0,9.863,4.366,-0.8293,-7.507,1
-2.481,0.9077,6.117,2.981,0.77,-3.018,1
-0.08143,0.02156,9.882,0.4176,2.585,1.419,1
-0.07425,0.03353,9.805,-1.707,3.778,6.643,1
-0.08143,-0.007185,9.889,-3.763,3.493,9.456,1
-0.08143,0.03353,9.82,-2.026,1.791,9.898,1
-0.08383,0,9.923,-0.1028,0.9337,8.122,1
-0.06467,-0.01916,9.884,-3.345,-0.1158,5.008,1
-0.08622,0.00479,9.896,-2.259,-0.5018,2.922,1
-0.03832,0.02635,9.844,-1.301,-0.5605,0.7108,1
-0.05988,0.01677,9.882,-0.6551,-0.1243,-0.9923,1
-0.06946,-0.007185,9.956,-0.4559,0.06261,-2.64,1
-2.354,-8.019,-5.853,0.3822,-0.05957,-4.361,1
-0.06946,0.03114,9.867,0.4311,-0.117,-6.028,1
-0.07185,0.02635,9.803,-0.6795,-0.02414,-8.044,1
-0.06946,0.01677,9.908,3.474,-0.01192,-9.127,1
-7.475,0.491,6.306,5.423,-1.268,-7.57,1
-0.05988,0.02395,9.889,3.55,-0.4811,-4.132,1
-0.06227,0.06227,9.844,-1.608,0.9105,-0.5024,1
-0.06467,0.02156,9.875,-1.912,1.964,4.079,1
-0.002395,-0.007185,9.887,-2.934,3.426,7.704,1
-0.06706,0.04072,9.882,-2.886,1.944,8.182,1
-0.07904,0.04072,9.867,-1.086,0.5256,6.907,1
-0.02874,0.00958,9.889,-2.128,-0.4664,4.312,1
3.133,9.58,6.277,-2.493,-1.141,3.675,1
-0.06946,0.03353,9.834,-1.839,-1.213,1.748,1
-0.0503,0.00958,9.911,-0.831,-0.5531,-0.9251,1
-0.07664,0.03114,9.899,-0.01365,-0.2098,-2.609,1
-0.05748,0.03114,9.858,0.1256,-0.15,-4.114,1
0.07185,8.383,7.319,1.12,-0.2404,-5.745,1
-0.08862,0.01198,9.829,2.214,-0.5446,-7.536,1
-1.633,-9.015,-4.352,3.637,-0.9527,-8.396,1
-0.04551,0,9.87,2.496,-0.7327,-7.037,1
-1.336,2.666,9.611,2.212,1.113,-1.999,1
-0.06946,0.007185,9.872,-1.942,1.894,2.323,1
-0.04311,0.02395,9.889,-3.463,2.27,6.707,1
-0.06946,0,9.939,-2.391,2.025,8.65,1
-0.05509,0.01916,9.858,-1.486,0.6564,7.088,1
-0.07425,0.02635,9.92,-2.469,-0.1793,4.174,1
-0.05269,0.03353,9.923,-1.984,-0.7315,2.63,1
-0.05509,0.0503,9.887,-1.772,-0.5446,2.069,1
-0.1078,0.04311,9.858,-1.588,-0.03758,0.3577,1
