acceleration_x,acceleration_y,acceleration_z
-11.66,-2.766,1.77
-11.83,-2.361,1.621
-12.04,-1.617,1.25
-11.42,-0.879,0.8766
-9.338,1.902,2.982
-11.79,0.2227,-1.157
-9.36,2.33,-0.4095
-9.012,2.503,0.103
-9.051,0.1461,-1.075
-10.16,-1.779,-0.5628
-9.822,-2.371,-0.4072
-10.28,-2.057,0.2898
-10.59,-1.554,0.6347
-11.09,-1.684,1.329
-11.31,-1.966,1.952
-10.96,-2.584,2.718
-10.49,-2.702,2.884
-9.98,-2.932,2.989
-9.523,-2.936,3.214
-9.257,-2.682,3.145
-9.183,-2.91,3.207
-9.343,-2.912,3.063
-9.664,-2.888,2.749
-9.829,-2.759,2.572
-10.42,-2.795,2.405
-10.92,-2.345,2.251
-11.36,-2.117,1.904
-11.56,-2.323,1.863
-12.03,-2.002,1.451
-11.18,-1.976,1.071
-10.63,-1.576,0.9867
-9.508,-0.1748,0.2658
-8.268,-0.04072,0.08383
-8.184,-0.08143,-0.1293
-8.577,0.5796,-0.6083
-9.19,0.00958,-0.04311
-10.08,-0.2347,0.3209
-11.06,-1.188,0.4862
-11.99,-1.729,1.049
-12.24,-1.787,1.116
-12.23,-2.33,1.55
-11.52,-2.673,2.323
-11.25,-3.034,2.517
-10.1,-3.87,3.135
-9.369,-4.079,3.085
-8.684,-4.943,3.763
-8.663,-4.598,3.631
-9.123,-4.182,3.26
-9.812,-3.937,2.891
-10.6,-3.422,2.685
-11.16,-2.874,2.153
-11.47,-2.663,2.079
-12.06,-2.352,1.772
-12.31,-1.693,1.392
-11.74,-1.478,1.087
-11.48,-0.3593,0.5269
-10.2,0.6275,-0.2515
-9.151,1.892,-0.982
-8.72,1.358,-0.9963
-8.895,1.406,-1.255
-9.42,1.08,-1.231
-10.45,0.1221,-0.6227
-11.46,-1.049,0.3353
-12.52,-1.918,1.265
-12.77,-2.623,2.151
-12.18,-2.625,3.02
-11.7,-2.496,2.874
-10.47,-2.419,3.276
-10.04,-2.91,3.549
-8.907,-3.681,4.119
-8.799,-4.009,3.87
-9.012,-3.643,3.454
-9.468,-3.355,2.788
-10.1,-3.161,2.151
-10.73,-2.941,1.691
-11.52,-2.797,1.516
-11.92,-2.167,1.641
-12.28,-0.7496,1.231
-11.79,0.06467,0.7975
-11.36,0.467,0.4646
-10.23,1.219,-0.3329
-9.87,2.031,-0.6419
-9.302,3.03,-0.7137
-9.482,2.867,-0.8957
-10.08,1.487,-0.7592
-10.88,0.3545,-0.4072
-11.58,-0.7904,0.2898
-12.13,-1.293,0.9029
-12.15,-2.017,1.401
-11.8,-2.781,2.405
-10.84,-2.805,3.166
-10.1,-3.011,2.924
-9.53,-3.463,3.284
-8.989,-3.066,2.797
-8.409,-3.729,2.989
-8.725,-3.985,2.821
-9.621,-3.755,2.637
-10.2,-3.372,2.11
-10.7,-3.157,2.407
-11.83,-2.321,1.777
-11.89,-2.393,1.667
-12.76,-2.06,1.384
-11.99,-1.344,0.9365
-11.87,-0.8526,0.7568
-10.46,-0.4622,0.3569
-9.695,0.3233,-0.05509
-8.936,1.758,-1.015
-8.933,1.756,-1.121
-9.142,1.427,-1.039
-10.06,0.3664,-0.8215
-10.75,-0.4551,-0.4119
-11.58,-1.494,0.3497
-12.18,-2.048,0.8622
-12.34,-2.656,1.413
-12.1,-3.013,2.201
-11.32,-2.965,2.46
-10.62,-2.733,2.424
-9.978,-2.73,2.553
-9.302,-2.812,2.742
-8.929,-2.826,2.932
-8.881,-2.987,2.987
-9.269,-2.963,2.699
-9.664,-2.908,2.354
-10.26,-2.682,2.069
-11.02,-2.479,1.794
-11.42,-2.294,1.593
-11.72,-2.062,1.19
-11.9,-2.551,1.26
-12.29,-2.017,1.15
-12.05,-1.449,0.5437
-10.88,-0.00479,-0.1724
-8.725,5.506,2.747
-12.94,0.1605,-0.8742
-8.167,1.866,-0.285
-9.508,0.8359,-0.9245
-9.523,-1.372,-0.6347
-10.27,-1.449,-0.6993
-10.56,-2.587,-0.1629
-10.95,-2.421,0.6011
-11.32,-2.184,1.279
-11.29,-2.656,2.39
-11.25,-2.771,2.733
-11.09,-3.252,2.979
-10.09,-3.48,3.521
-9.767,-2.934,3.006
-9.297,-3.169,2.953
-9.036,-3.363,2.876
-9.274,-3.25,2.527
-9.489,-3.161,2.103
-9.846,-3.056,1.571
-10.14,-3.087,1.358
-10.75,-2.886,1.298
-11.48,-2.28,1.315
-11.84,-1.626,1.126
-11.52,-1.509,1.305
-10.9,-0.2994,1.061
-10.47,-0.2371,0.6395
-9.76,0.1892,0.5317
-9.206,1.926,-0.06706
-9.206,0.8886,-0.1677
-9.487,0.6514,-0.4455
-10.02,-0.5652,-0.3425
-10.65,-1.245,-0.08622
-11.05,-2.177,0.5485
-11.39,-2.814,1.401
-11.34,-2.656,1.502
-11.43,-2.757,1.784
-10.86,-3.427,2.079
-10.05,-2.872,2.041
-9.353,-2.941,2.627
-9.202,-3.454,2.829
-8.969,-3.578,2.596
-9.276,-3.528,2.395
-9.786,-3.142,2.141
-10.18,-2.994,1.978
-11.11,-2.85,1.633
-11.33,-2.546,1.231
-11.62,-2.086,1.384
-11.16,-1.152,1.066
-10.78,-0.5317,0.97
-10.88,0.2994,0.0958
-10.05,1.166,-0.2395
-10.15,1.641,-0.8095
-9.087,1.511,-1.358
-9.257,1.322,-0.9484
-9.506,1.039,-1.188
-9.985,0.2156,-0.7808
-10.62,-0.364,-0.4814
-11.45,-1.262,0.1317
-11.77,-2.314,1.102
-11.64,-2.694,2.029
-11.34,-3.061,2.51
-10.58,-3.454,3.161
-10.08,-3.145,2.84
-9.46,-3.001,2.932
-9.326,-2.92,2.773
-9.044,-2.848,2.754
-9.408,-2.869,2.407
-9.714,-2.613,2.014
-10.23,-2.625,1.892
-10.9,-2.539,1.641
-11.22,-2.397,1.372
-11.46,-2.065,1.186
-11.4,-1.744,0.9029
-11.24,-1.039,0.5173
-10.64,-0.2179,0.3114
-10.21,0.3018,-0.01677
-9.647,1.25,-0.8359
-9.654,0.7137,-0.7832
-9.221,0.6946,-0.5173
-9.518,0.2539,-0.752
-9.798,-0.479,-0.5245
-10.35,-1.346,0.01677
-11.03,-1.856,0.5413
-11.19,-2.29,1.219
-11.22,-2.654,1.842
-11.01,-2.845,2.237
-10.41,-2.955,2.464
-9.908,-3.044,2.563
-9.456,-2.496,3.097
-9.276,-2.093,3.322
-9.403,-1.621,3.056
-9.484,-1.193,2.884
-9.659,-1.942,2.843
-10.11,-2.103,2.498
-10.46,-2.419,2.16
-10.8,-2.354,2.072
-11.29,-1.892,1.684
-11.71,-1.72,1.281
-11.31,-1.267,0.9317
-11.07,-0.9029,0.5365
-10.27,-0.7928,0.3401
-9.41,0.2802,-0.0503
-9.13,-0.3042,-0.1461
-8.761,0.2635,-0.3736
-9.06,-0.6706,-0.2036
-9.25,-1.59,-0.1844
-9.69,-1.971,-0.1892
-10.16,-2.402,0.1461
-10.77,-2.618,0.7233
-11,-2.749,1.176
-11.15,-2.728,1.753
-11.13,-2.235,2.065
-10.58,-1.813,2.326
-10.17,-1.729,2.57
-9.844,-1.775,2.876
-9.396,-2.405,3.264
-9.374,-2.493,3.272
-9.554,-2.45,3.073
-9.827,-2.086,2.642
-10.08,-2.026,2.433
-10.67,-2.28,2.129
-10.84,-2.436,2.096
-11.28,-2.206,1.626
-11.38,-2.601,1.696
-11.65,-2.129,1.329
-11.01,-1.722,0.5772
-10.26,-1.104,0.4048
-9.602,-0.3425,-0.0479
-8.373,-0.6682,0.00958
-8.117,0.01437,-0.3042
-8.337,-0.5365,-0.5389
-9.115,-1.15,-0.4407
-9.82,-1.985,0.03832
-10.76,-2.488,0.5916
-11.3,-2.524,1.128
-11.83,-2.74,1.42
-11.57,-3.181,1.928
-11.06,-3.063,2.036
-10.75,-2.563,2.005
-9.949,-2.539,2.302
-9.915,-2.793,2.706
-9.362,-2.766,2.805
-9.101,-3.135,2.766
-9.262,-3.406,2.613
-9.319,-3.384,2.316
-9.705,-3.164,2.017
-10.26,-3.164,1.887
-10.92,-2.697,1.978
-11.54,-2.376,1.492
-11.92,-2.39,1.653
-12.28,-2.024,1.166
-11.83,-2.256,1.2
-11.49,-1.559,1.063
-9.956,-0.594,0.467
-8.931,-0.5509,0.4239
-8.222,-0.08862,0.194
-8.045,0.06467,-0.1509
-8.62,-1.102,-0.08143
-9.202,-1.384,-0.1126
-9.697,-1.684,0.007185
-10.67,-2.151,0.4072
-11.34,-2.62,0.855
-11.64,-3.058,1.708
-11.79,-3.291,2.108
-11.5,-3.382,2.577
-10.97,-2.572,2.287
-10.17,-1.971,2.273
-9.446,-1.882,2.702
-9.091,-2.153,2.896
-8.878,-2.726,2.896
-8.974,-3.109,2.934
-9.377,-2.936,2.809
-9.999,-2.752,2.546
-10.65,-2.579,2.445
-11.29,-2.297,2.167
-11.86,-1.995,1.727
-12.17,-2.376,1.703
-12.79,-1.973,1.37
-11.85,-1.303,0.6299
-11.22,-0.8814,0.2946
-9.99,-0.4718,-0.0479
-9.115,-1.174,-0.1892
-7.973,0.1269,-0.7041
-8.229,-0.8526,-0.5437
-8.411,-0.4359,-0.6251
-8.797,-1.504,-0.8886
-10.04,-2.407,0.002395
-10.46,-2.532,0.3808
-11.38,-2.637,0.06706
-11.85,-2.783,1.078
-12.06,-2.409,1.818
-11.78,-2.381,2.484
-11.15,-1.916,3.104
-10.61,-1.756,3.626
-9.769,-1.59,3.856
-9.307,-2.177,3.854
-9.07,-2.726,3.616
-9.266,-2.785,3.171
-9.685,-2.486,2.73
-10.37,-2.105,2.352
-10.88,-2.122,1.952
-11.32,-2.177,1.72
-11.98,-1.609,1.351
-12.05,-1.363,0.7999
-11.66,-1.463,0.7377
-11.38,-1.284,0.6898
-10.4,-0.6155,0.09101
-9.321,-0.9269,0.04311
-8.32,0.4167,-0.1844
-8.383,-0.8095,-0.09341
-8.466,-0.9388,-0.285
-8.967,-1.454,-0.1748
-9.53,-1.77,-0.3377
-10.39,-1.897,0.103
-11.14,-2.335,0.7928
-11.76,-3.027,1.315
-11.97,-3.312,2.012
-11.63,-2.697,2.065
-11.14,-2.215,2.002
-10.32,-1.703,2.242
-9.846,-1.593,2.443
-9.144,-2.031,2.9
-8.967,-2.529,2.821
-9.254,-2.84,2.848
-9.4,-2.74,2.888
-9.829,-2.285,2.469
-10.21,-2.196,2.532
-11.04,-0.8957,2.309
-11.03,-1.638,1.209
-11.24,-2.771,1.432
-11.96,-3.027,1.487
-11.83,-2.5,1.229
-11.33,-2.002,1.13
-10.55,-1.736,0.8071
-9.626,-1.559,0.3569
-8.414,-0.97,-0.02635
-7.777,-1.617,0.02874
-7.523,-1.847,-0.002395
-7.772,-2.16,0.1317
-8.469,-2.177,0.1245
-9.192,-2.46,0.1581
-10.24,-2.879,0.6514
-11.12,-3.221,1.209
-11.99,-3.631,1.791
-12,-2.814,1.906
-11.71,-2.738,1.918
-11.28,-2.12,2.065
-10.42,-2.033,2.721
-9.762,-1.782,2.503
-9.326,-2.654,3.238
-8.847,-2.812,3.049
-9.034,-2.915,3.008
-9.525,-2.658,2.572
-9.844,-2.611,2.189
-10.59,-2.342,2.072
-11.25,-2.081,1.684
-11.58,-2.005,1.506
-11.58,-1.787,0.97
-11.84,-2.055,1.19
-11.63,-1.255,0.6371
-10.52,-1.032,0.7449
-9.97,-1.198,0.7089
-8.881,-0.3712,0.309
-8.699,-0.5485,0.07185
-7.963,0.3233,-0.2611
-8.483,-0.05988,-0.2036
-9.111,-0.05748,-0.1102
-9.92,-1.164,0.3042
-10.84,-1.667,0.5461
-11.75,-2.493,1.164
-12.09,-2.517,2.117
-12,-2.359,2.148
-11.41,-2.225,2.208
-10.74,-2.084,2.462
-10.09,-1.971,2.761
-9.487,-2.359,3.114
-9.175,-2.263,3.379
-9.199,-2.443,3.334
-9.439,-2.189,2.996
-9.98,-2.06,2.618
-10.74,-1.914,2.23
-11.19,-1.945,1.83
-11.74,-1.873,1.617
-11.56,-1.686,1.243
-11.63,-1.691,1.142
-10.67,-1.186,0.6778
-10.08,-1.066,0.3329
-9.465,-0.6467,-0.1509
-8.742,-0.1461,-0.4982
-8.411,0.1006,-0.685
-8.498,-0.07425,-0.6011
-9.06,-0.4287,-0.4503
-9.896,-0.7353,-0.2443
-10.49,-1.312,0.2443
-11.33,-1.801,0.7401
-11.67,-2.244,1.157
-11.74,-2.532,1.691
-11.33,-2.544,2.249
-10.7,-2.457,2.618
-10.09,-2.706,3.207
-9.556,-2.706,3.729
-9.357,-2.34,3.667
-9.594,-1.744,3.391
-9.848,-1.566,2.912
-9.994,-1.856,2.809
-10.67,-1.782,2.33
-11.03,-1.981,1.978
-11.61,-2.072,1.768
-11.82,-1.597,1.092
-11.59,-1.394,0.7065
-10.96,-0.5796,0.2587
-10.32,-0.6275,-0.0503
-9.59,-0.2658,-0.3185
-8.773,-0.3593,-0.4263
-8.517,-0.1269,-0.7928
-8.529,-0.194,-0.6035
-8.579,-1.607,0.3832
-9.139,-1.655,0.5341
-10.03,-2.165,0.9676
-10.88,-2.5,1.447
-11.35,-2.534,1.938
-11.43,-2.567,2.383
-10.95,-2.134,2.433
-10.58,-1.782,2.613
-10.02,-1.286,3.027
-9.669,-1.624,3.37
-9.441,-2.517,3.719
-9.683,-2.366,3.454
-10.06,-2.211,3.212
-10.29,-1.887,2.881
-10.82,-2.11,2.385
-11.12,-2.273,2.321
-11.49,-1.892,1.988
-11.37,-1.542,1.427
-11.1,-1.571,1.303
-10.64,-0.8862,0.6898
-9.779,-0.8814,0.1844
-8.991,-1.025,0.03353
-8.265,-0.3401,-0.3712
-7.913,-0.1245,-0.5293
-8.239,-0.9053,-0.1317
-8.962,-1.286,0.2275
-9.774,-1.437,0.6059
-10.6,-1.882,0.9724
-11.23,-2.292,1.691
-11.76,-2.62,2.247
-11.93,-2.888,2.563
-11.1,-2.642,2.934
-10.61,-1.799,2.9
-10.08,-1.638,3.114
-9.496,-1.813,3.339
-9.223,-2.199,3.408
-9.056,-2.563,3.399
-9.168,-2.474,3.126
-9.566,-2.122,2.759
-10.23,-2.031,2.438
-10.68,-1.988,2.144
-11.29,-2.117,1.787
-11.51,-2.203,1.724
-11.95,-1.825,1.65
-11.42,-1.413,1.157
-11.04,-1.372,1.035
-12.44,2.065,3.791
-12.28,-2.766,-0.9628
-8.385,1.547,0.08622
-8.852,0.5317,-0.5724
-8.847,-0.6706,-1.118
-9.59,-0.5724,-0.6706
-10.21,-1.471,0.1054
-10.91,-0.6179,0.4694
-11.57,-0.8239,0.946
-12.14,-1.418,1.609
-11.9,-2.132,2.503
-11.15,-2.656,3.252
-10.53,-2.721,3.396
-9.975,-2.45,3.255
-9.559,-2.328,3.54
-9.106,-1.923,3.624
-9.206,-1.823,3.485
-9.41,-2.273,3.319
-9.817,-2.189,3.049
-10.44,-2.031,2.692
-11.08,-1.892,2.603
-11.46,-1.868,2.144
-11.77,-1.957,2.311
-11.73,-1.839,2.084
-11.75,-2.213,1.882
-11.06,-1.437,1.478
-10.21,-1.037,0.7592
-9.652,-0.4814,0.194
-8.897,0.4766,-0.4982
-8.56,0.4311,-0.5868
-8.931,0.5628,-0.9652
-9.084,0.4215,-0.7377
-10.03,-0.2251,-0.2994
-10.85,-1.078,0.2539
-11.95,-1.847,1.14
-12.71,-2.172,1.708
-12.65,-2.658,2.57
-12.1,-2.567,2.783
-11.41,-2.218,2.843
-10.81,-2.045,2.932
-9.824,-2.096,3.142
-8.972,-2.321,3.389
-8.756,-2.733,3.382
-8.821,-2.805,3.205
-9.314,-2.577,2.831
-9.774,-2.364,2.517
-10.29,-2.34,2.247
-11.06,-2.122,1.976
-11.85,-1.894,1.856
-12.63,-1.684,1.528
-12.56,-1.456,1.004
-12.82,-1.109,0.8335
-12.24,-0.4048,-0.182
-10.58,-0.9556,0.007185
-8.993,0.05509,0.08143
-8.442,0.5245,-0.08143
-7.781,0.1916,-0.4191
-8.893,0.4167,-0.6634
-9.487,0.07425,-0.08383
-10.74,-0.7353,-0.194
-11.9,-1.394,0.503
-12.63,-2.488,1.166
-12.96,-2.4,1.736
-12.45,-2.4,2.302
-11.97,-2.211,2.373
-11.02,-1.667,2.579
-10.09,-1.693,2.726
-9.163,-2.673,2.965
-8.689,-3.238,2.948
-8.265,-3.832,3.006
-8.933,-3.985,3.023
-9.53,-3.243,2.431
-10.11,-2.697,2.211
-11.35,-2.596,2.361
-12.1,-2.091,2.105
-12.5,-1.832,3.09
-12.6,-1.188,2.259
-12.86,-1.351,1.894
-11.94,-1.126,1.327
-11.11,-0.4551,0.8359
-9.97,-0.02874,0.4718
-8.921,1.372,-0.2084
-8.356,0.8095,-0.5437
-8.713,0.3353,-0.7616
-8.929,-0.4311,-0.2443
-9.839,-0.6826,0.2227
-10.83,-1.547,0.7999
-11.88,-2.017,1.703
-12.82,-1.962,1.722
-12.55,-2.594,2.347
-12.02,-2.486,2.886
-11.39,-2.347,2.778
-10.41,-2.582,3.451
-9.566,-2.088,3.473
-9.293,-2.251,3.482
-8.814,-2.402,3.317
-8.684,-2.975,3.03
-9.283,-2.867,2.833
-10.02,-2.534,2.318
-10.75,-1.985,2.541
-11.54,-1.617,1.971
-11.89,-2.045,2.34
-12.15,-2.024,1.863
-12.18,-2.613,2.184
-12.03,-1.995,1.806
-11.35,-1.806,1.329
-10.36,-1.193,1.035
-9.13,-0.8909,0.7856
-8.399,-0.5652,0.297
-7.813,-0.4574,0.1653
-8.066,-1.004,0.2371
-8.581,-1.032,0.2563
-9.295,-1.296,0.3329
-10.3,-1.959,0.8143
-11.2,-2.4,1.262
-11.85,-2.709,1.758
-12.25,-2.797,2.213
-12.09,-2.632,2.491
-11.35,-2.431,3.106
-11.14,-1.942,2.984
-10.52,-1.978,2.967
-9.029,-2.601,3.487
-8.486,-2.886,3.83
-9.017,-3.284,3.789
-9.46,-2.888,3.502
-10.12,-2.735,3.092
-10.64,-2.256,3.061
-11.05,-2.5,2.714
-11.26,-2.292,2.867
-11.1,-2.333,2.388
-11.12,-2.326,2.395
-11.11,-1.526,1.768
-10.57,-0.5365,1.245
-9.535,-0.1317,0.8359
-8.524,-0.2132,0.4982
-7.995,0.3305,0.07664
-8.773,-0.467,0.06946
-9.008,-0.4814,-0.1772
-9.973,-1.289,0.5604
-10.22,-1.25,0.9844
-10.76,-1.861,1.636
-11.59,-2.402,2.45
-11.81,-2.043,2.697
-10.97,-2.254,3.463
-10.85,-2.735,3.612
-10.25,-2.311,3.928
-9.281,-1.626,4.151
-9.547,-1.095,3.957
-8.986,-1.399,4.134
-8.806,-2.045,4.175
-9.566,-2.306,3.561
-10.2,-2.165,3.312
-10.7,-2.211,3.015
-11.01,-2.314,3.226
-11.38,-1.985,2.826
-11.11,-1.825,2.326
-11.35,-1.118,1.811
-10.15,-0.6443,1.023
-9.784,-2.541,1.753
-8.725,3.329,-0.9724
-7.535,3.547,-2.438
-8.78,0.6802,-1.114
-9.599,-1.14,0.08383
-9.81,-2.371,0.2682
-10.31,-3.559,0.8311
-11.02,-2.39,1.214
-11.4,-2.318,2.009
-11.51,-2.515,2.201
-11.21,-2.026,2.302
-10.59,-1.976,3.137
-9.968,-2.223,3.329
-9.18,-3.226,4.828
-9.844,-2.876,5.317
-9.511,-2.656,3.906
-9.575,-2.084,2.757
-10.47,-2.249,2.96
-10.78,-1.727,3.176
-11.67,-1.954,3.252
-11.36,-2.002,3.399
-11.59,-2.323,2.79
-11.74,-2.338,2.836
-10.7,-1.976,2.127
-10.57,-1.72,1.823
-8.833,-1.006,1.135
-7.017,-0.8981,0.1102
-6.864,-0.6251,-0.6946
-6.79,-0.6682,-0.6898
-7.755,-0.6898,-0.5413
-8.064,-0.5652,-0.2682
-10.81,-1.114,0.3856
-12.71,-1.188,0.8335
-13.31,-2.467,2.328
-12.83,-1.621,2.702
-13.13,-1.159,2.048
-12.54,-1.696,2.127
-10.67,-1.449,2.611
-8.445,-1.439,3.13
-8.114,-2.766,3.564
-8.404,-1.993,2.575
-8.933,-2.002,2.235
-10.48,-1.732,2.105
-10.93,-1.765,1.485
-12.41,-2.294,1.562
-12.74,-0.8526,1.02
-12.71,-0.8981,0.752
-12.68,-0.5532,0.2802
-12.2,-0.1509,-0.2203
-11.11,0.6874,-1.152
-9.748,1.152,-1.691
-8.953,1.921,-1.605
-9.015,2.496,-2.419
-9.206,1.128,-1.954
-10,0.8119,-1.602
-11.5,-0.8383,-0.4311
-13,-0.5365,1.31
-13.21,-0.8622,1.586
-12.84,-1.363,2.443
-11.89,-0.8862,2.462
-10.85,-1.542,2.596
-9.685,-2.184,2.723
-8.684,-3.468,2.819
-8.064,-3.887,3.406
-8.131,-4.069,3.391
-9.42,-3.075,3.161
-10.66,-2.304,2.896
-11.49,-2.153,2.888
-12.58,-1.451,2.448
-12.95,-1.336,2.041
-12.74,-0.3904,2.646
-12.37,0.5461,1.274
-12.15,0.9149,0.01916
-10.07,1.906,-1.121
-9.82,0.4095,-2.158
-8.718,1.952,-2.766
-9.139,1.444,-2.726
-9.441,1.396,-1.545
-10.57,0.8239,-0.9269
-11.86,-0.02156,-0.103
-13.18,-1.006,1.621
-13.49,-1.037,2.014
-12.52,-0.6179,1.842
-12.57,-0.5437,2.467
-11.91,-1.348,2.455
-12.5,-3.54,3.427
-11.86,-3.564,3.446
-10.3,-3.176,3.727
-11.65,-2.611,2.721
-11.4,-1.487,2.361
-11.67,0.8862,1.43
-12.33,1.039,1.368
-13.64,2.982,0.06706
-13.25,2.601,0.1221
-12.62,4.273,0.9077
-12.38,7.084,-1.19
-11.28,6.562,-1.327
-10.06,4.282,-0.8718
-9.647,2.215,-0.3545
-8.624,-0.04072,0.1605
-8.126,-0.7951,1.442
-6.776,-1.938,2.038
-6.256,-2.831,1.54
-7.441,-4.043,2.584
-7.796,-3.504,3.073
-8.1,-3.911,3.597
-7.262,-3.621,3.892
-7.784,-3.506,4.524
-7.822,-2.385,4.946
-7.666,-3.37,5.899
-8.193,-2.534,6.15
-7.734,-0.558,4.325
-7.29,-1.394,3.37
-7.681,-1.981,2.642
-7.523,-1.638,2.208
-9.02,-1.506,1.528
-9.891,-1.892,2.182
-10.93,-1.466,1.614
-12.41,-2.965,0.6898
-7.944,-2.548,1.025
-8.191,-3.815,1.233
-9.518,-4.91,1.415
-10.3,-4.177,1.13
-10.42,-3.09,0.8239
-9.877,-3.207,1.518
-10.05,-3.547,1.863
-10.19,-3.425,1.451
-9.769,-3.602,1.135
-9.705,-3.272,0.479
-10.25,-3.528,0.3137
-9.982,-4.012,0.467
-8.538,-3.466,0.4335
-7.492,-2.91,0.7616
-7.561,-2.773,0.843
-7.549,-2.915,0.4646
-8.749,-2.948,-0.2227
-9.841,-2.529,-1.437
-10.47,-2.807,-2.115
-9.118,-3.023,-1.818
-10.71,-2.563,-3.437
-12.78,-2.845,-4.728
-15.24,-5.082,-3.284
-6.51,-6.522,3.281
-7.343,-4.402,7.398
-6.783,0.6323,0.9796
-10.01,-0.2491,-0.7664
-10.45,0.4958,0.1317
-9.729,-3.02,2.244
-9.072,-3.365,3.358
-8.019,-3.408,4.163
-5.705,-4.024,3.451
-4.493,-4.546,3.161
-11.31,-5.71,3.178
-17.96,-5.894,2.857
-16.52,-3.054,1.696
-13.8,-0.2587,2.819
-10.55,-0.855,3.516
-8.962,-0.9269,3.257
-8.845,-1.461,2.335
-10.18,1.566,0.9269
-12.13,4.268,-2.601
-10.09,8.229,-5.006
-6.632,5.216,-0.2012
-10.73,5.6,-1.118
-20.02,1.741,-2.62
-18.3,-1.791,2.065
-15.48,-0.9915,4.814
-13.72,-0.9197,2.16
-11.51,-3.935,2.352
-9.915,-5.566,2.699
-8.514,-6.677,3.039
-7.432,-7.041,2.915
-7.046,-5.726,2.457
-6.694,-4.764,2.702
-7.676,-4.153,2.393
-11.56,-4.907,2.548
-15.7,-4.654,2.292
-17.33,-4.014,2.213
-17.42,-2.187,1.791
-16.67,0.4383,-0.4814
-13.54,0.6922,-0.4
-11.63,3.298,-1.305
-8.749,2.845,-1.068
-8.536,5.298,-2.5
-8.062,4.994,-2.836
-8.399,1.794,-1.856
-9.585,0.6586,-0.6706
-14.17,-2.532,-0.194
-17.13,-2.975,0.8023
-15.83,-2.639,2.69
-9.877,-1.583,2.884
-11.99,-1.842,2.821
-13,-2.036,2.62
-10.1,-2.867,2.802
-8.644,-2.781,2.888
-7.389,-3.219,3.552
-6.696,-3.928,4.007
-7.717,-3.557,3.978
-10.01,-3.315,3.228
-11.01,-2.706,2.443
-12.08,-2.491,2.247
-13.69,-2.112,2.232
-12.7,-1.962,1.806
-13.72,-1.777,1.312
-14.21,-0.6898,0.05269
-11.18,0.1006,-0.6371
-10.26,-2.369,-0.2611
-8.955,-1.123,-1.665
-7.441,3.904,-3.652
-6.96,2.28,-2.601
-8.361,4.598,-2.673
-12.45,1.744,-1.341
-15.16,-0.273,0.6898
-16.37,-2.5,3.231
-11.86,-1.99,3.684
-11.94,-2.46,3.468
-14.7,-2.654,2.999
-11.31,-2.553,2.74
-8.265,-2.625,2.91
-7.252,-2.706,3.602
-7.319,-3.873,3.851
-8.62,-3.815,3.605
-9.309,-3.082,3.157
-10.95,-2.635,2.917
-12.27,-2.522,2.505
-15.2,-2.326,1.875
-11.68,-1.296,1.571
-11.42,-1.375,1.159
-13.13,-1.169,0.5844
-12.58,-1.847,0.1796
-11.46,-4.215,0.02395
-10.31,0.3784,-2.242
-8.026,1.394,-1.76
-6.167,3.248,-1.557
-6.821,2.833,-1.293
-9.616,2.512,-1.087
-13.02,0.6514,-0.1868
-16.47,-1.054,0.5844
-16.46,-1.356,2.594
-13.82,-2.397,4.064
-13.6,-2.251,3.537
-11.36,-2.033,3.487
-9.671,-1.938,3.636
-8.802,-2.338,3.964
-8.038,-3.554,4.68
-7.724,-3.846,4.838
-8.316,-3.205,4.179
-9.741,-2.742,3.516
-11.87,-2.361,2.757
-12.83,-2.093,2.376
-14.73,-2.378,2.376
-12.66,-1.674,2.172
-12.06,-1.926,1.897
-14.79,-1.808,1.147
-14.26,-0.5556,-0.3257
-9.913,-0.1293,-0.503
-7.729,0.2658,-0.4048
-6.158,0.376,-0.5556
-7.106,1.312,-1.447
-7.434,0.7856,-1.588
-8.596,-0.2515,-0.4048
-10.59,-2.287,0.8694
-13.29,-2.718,1.324
-17.71,-3.209,2.256
-13.27,-2.821,3.425
-9.305,-2.237,2.594
-13.42,-1.334,1.849
-12.57,-0.9412,2.975
-9.635,-1.157,4.258
-8.258,-1.983,5.293
-7.554,-3.37,5.705
-7.908,-3.547,4.843
-8.869,-2.694,3.767
-10.32,-2.242,3.049
-12.45,-1.581,2.551
-13.7,-1.123,2.213
-15.2,-0.4622,1.978
-11.47,-1.044,1.368
-12.25,-1.916,1.195
-13.38,-1.53,-0.1605
-11.58,-3.231,0.3377
-9.503,-0.9029,-0.376
-6.986,0.958,-1.104
-6.256,1.054,-1.504
-5.93,2.757,-2.936
-7.745,0.4982,-1.736
-10.44,-0.00479,-0.7688
-14.72,-1.322,0.8694
-18.99,-2.649,2.505
-14.77,-2.771,4.182
-9.717,-2.589,4.004
-11.78,-2.259,3.411
-12.19,-1.674,3.197
-9.683,-2.074,3.54
-8.313,-2.098,4.395
-7.429,-3.3,4.927
-8.215,-3.724,4.812
-9.429,-2.96,4.091
-10.7,-2.587,3.473
-12.4,-2.692,2.572
-14.33,-2.486,1.684
-14.35,-0.7065,2.074
-11.22,0.1437,1.334
-12.23,-0.3473,-0.2179
-13.78,-0.6083,-1.097
-11.22,0.6993,-2.441
-7.178,-0.5748,-2.215
-6.728,-0.09341,-1.799
-7.25,0.5604,-2.088
-8.433,0.00479,-2.45
-9.424,-0.2922,-1.236
-10.99,-1.284,-0.1006
