acceleration_x,acceleration_y,acceleration_z,gyro_x,gyro_y,gyro_z,activity
-8.383,-0.8095,-0.09341,-0.787,-0.4737,-0.649,0
-9.978,-0.9772,-2.486,-0.8163,-0.8965,-1.079,0
-10.24,-2.879,0.6514,-1.161,-1.182,-1.587,0
-13.28,-2.783,2.764,-0.6954,-1.361,-1.981,0
-11.15,-2.649,2.84,-0.1749,-1.502,-2.175,0
-10.58,-1.782,2.613,0.227,-1.548,-2.176,0
-10.93,-1.765,1.485,0.4506,-1.56,-2.104,0
-9.197,-0.2084,-0.467,0.05355,-1.399,-1.955,0
-7.822,-2.385,4.946,-0.08817,-1.069,-1.59,0
-9.441,0.3473,-0.2515,-0.1224,-0.5983,-0.8005,0
-11.65,-2.611,2.721,0.7585,-0.09866,0.08891,0
-11.91,-1.348,2.455,0.8465,0.4059,0.7694,0
-12.88,-1.174,2.335,0.833,0.9056,1.301,0
-15.69,-2.761,1.765,0.6485,1.364,1.693,0
-11.49,-0.752,0.6562,0.6644,1.735,1.904,0
-10.59,-2.081,1.442,0.7512,1.944,1.928,0
-11.01,-2.22,0.9077,0.3663,1.92,1.709,0
-10.11,-2.103,2.498,-0.1138,1.645,1.401,0
-9.206,-1.823,3.485,-0.1712,1.226,1.004,0
-1.576,1.109,9.465,-0.3301,0.7358,0.4567,0
-9.12,0.3281,-0.3616,-0.5585,0.1946,-0.06625,0
-1.114,1.128,9.721,-0.7821,-0.3186,-0.4548,0
-8.275,-3.832,4.905,-0.7051,-0.734,-0.7626,0
-10.82,-2.567,2.371,-0.3814,-1.042,-1.053,0
-7.851,-0.8215,0.1174,-0.1468,-1.25,-1.323,0
-8.253,-2.045,3.981,0.1281,-1.333,-1.499,0
-8.258,0.7472,-2.268,1.002,-1.402,-1.476,0
-11.64,-1.825,1.82,0.9442,-1.386,-1.481,0
-11.41,-0.6946,1.396,0.01934,-1.342,-1.499,0
-11.77,-2.314,1.102,-0.3289,-1.171,-1.336,0
-10.07,-2.733,3.243,-0.3875,-0.9209,-1.039,0
-11.55,-2.136,2.211,-0.5023,-0.5983,-0.511,0
-9.508,-0.1748,0.2658,-0.1664,-0.172,0.1366,0
-8.737,0.388,-2.057,0.2527,0.3289,0.7474,0
-10.86,-3.427,2.079,0.7646,0.8885,1.284,0
-10.46,-0.4622,0.3569,0.6913,1.402,1.572,0
-8.993,0.05509,0.08143,0.629,1.824,1.704,0
-12.24,-1.787,1.116,0.8746,2.017,1.694,0
-9.278,-3.454,3.602,0.9344,2.003,1.523,0
-8.404,-1.492,3.36,0.7548,1.78,1.259,0
-8.83,-1.305,4.4,0.249,1.347,0.883,0
-12.27,-3.308,3.3,-0.5414,0.792,0.5006,0
-12.98,-1.344,1.574,-1.041,0.2153,0.1463,0
-10.41,-2.955,2.464,-0.8481,-0.2954,-0.2067,0
-11.34,-2.62,0.855,-0.5683,-0.7376,-0.5476,0
-10.72,-3.485,3.351,-0.539,-1.102,-0.8469,0
-12.89,-0.7928,-0.1724,-0.4803,-1.359,-1.073,0
-11.34,-2.079,0.9077,-0.4486,-1.544,-1.257,0
-14.17,-1.442,1.973,-0.1187,-1.81,-1.575,0
-12.59,-1.071,0.06227,1.963,-1.945,-1.867,0
-12.84,-1.363,2.443,3.101,-2.094,-2.069,0
-13.97,-2.086,3.688,3.703,-2.27,-2.087,0
-11.22,-3.521,2.359,3.495,-2.358,-1.938,0
-8.196,0.8862,-3.36,3.402,-2.22,-1.622,0
-9.551,-2.021,4.457,3.424,-1.981,-1.244,0
-10.14,-2.946,3.42,2.618,-1.709,-0.9997,0
-7.92,-0.2946,-1.847,1.863,-1.247,-0.7125,0
-14.68,-0.5053,-0.8862,1.109,-0.6277,-0.4499,0
-10.69,-2.453,3.523,0.4311,0.03328,-0.2043,0
-10.65,-1.485,0.103,-0.159,0.7077,0.03516,0
-10.6,-3.137,2.924,-0.5427,1.383,0.3162,0
-9.456,-2.496,3.097,-0.7491,1.906,0.5935,0
-12.63,-1.684,1.528,-0.8408,2.385,0.8183,0
-9.846,-3.056,1.571,-1.086,2.865,1.021,0
-8.122,-3.652,4.448,-1.365,3.143,1.202,0
-14.02,-1.791,3.652,-1.199,3.169,1.207,0
-1.578,0.9508,9.465,-0.6355,2.848,1.033,0
-8.538,-1.657,3.612,-0.3386,2.477,0.7706,0
-11.94,-0.4311,-1.392,-0.2531,2.019,0.4872,0
-11.94,-2.239,1.607,-1.274,1.549,0.2514,0
-9.369,-4.079,3.085,-3.458,0.9813,0.08891,0
-13.22,-1.047,1.978,-4.734,0.4352,0.009499,0
-9.896,-0.5964,-1.25,-4.595,0.00152,-0.1872,0
-9.999,-2.752,2.546,-3.288,-0.4102,-0.5977,0
-12.07,-1.372,0.5485,-0.9861,-0.6619,-1.052,0
-7.712,0.7377,-2.134,0.9124,-0.8427,-1.369,0
-10.19,-2.395,3.147,1.521,-1.058,-1.545,0
-8.368,0.1102,-0.4862,1.374,-1.237,-1.614,0
-7.769,-1.923,3.545,0.9857,-1.346,-1.607,0
-9.221,-4.048,4.445,0.8061,-1.469,-1.596,0
0.0479,3.195,7.666,1.055,-1.406,-1.481,0
-16.75,-2.282,2.836,0.5655,-1.232,-1.265,0
-11.89,-2.833,1.334,-0.2653,-0.9881,-0.9263,0
-14.04,-2.354,1.063,-0.7956,-0.6032,-0.4645,0
-9.015,2.496,-2.419,-0.9568,-0.1219,0.05104,0
-11.07,-1.576,-0.07185,-0.9141,0.346,0.5483,0
-1.483,1.31,9.482,-0.7772,0.8018,1.039,0
-11.86,-1.99,3.684,-0.5011,1.201,1.518,0
-9.59,1.401,-0.6083,-0.1431,1.51,1.925,0
-9.269,-2.963,2.699,0.2881,1.747,2.2,0
-14.23,-0.2706,1.008,0.4201,1.849,2.264,0
-11.15,-2.347,3.454,0.3321,1.851,2.138,0
-7.355,-0.2156,0.4527,-0.0112,1.74,1.887,0
-9.183,-2.91,3.207,-0.4755,1.454,1.496,0
-8.85,0.4239,-0.6011,-0.4645,1.118,1.053,0
-9.918,-1.348,3.315,-0.3655,0.7688,0.6167,0
-11.69,-1.255,1.911,-0.1468,0.3937,0.2563,0
-15.95,-3.193,1.162,0.111,0.02595,-0.04304,0
-7.432,-7.041,2.915,0.06332,-0.332,-0.379,0
-10.23,-2.625,1.892,-0.04419,-0.6533,-0.7321,0
-6.941,1.051,-1.011,0.08531,-0.9026,-1.056,0
-10.32,-1.703,2.242,0.2466,-1.098,-1.323,0
-9.087,1.511,-1.358,0.3089,-1.228,-1.524,0
-9.726,-0.2347,-0.04551,0.6436,-1.286,-1.678,0
-8.526,-2.211,4.881,0.9063,-1.318,-1.758,0
-1.289,1.106,9.769,0.9637,-1.305,-1.761,0
-14.44,-1.241,2.335,0.8904,-1.247,-1.705,0
-8.241,-2.031,4.206,0.6412,-1.133,-1.615,0
-6.804,1.375,-2.024,0.4543,-1.019,-1.578,0
-8.804,-4.079,-0.4886,0.05599,-1.027,-1.586,0
-7.772,-2.16,0.1317,-0.3631,-0.7217,-1.333,0
-6.531,1.377,-1.871,-0.7296,-0.3332,-0.7394,0
-10.09,-2.706,3.207,-0.7455,0.1127,0.1586,0
-8.545,-4.979,2.153,-0.4156,0.5623,1.042,0
-10.38,-3.312,2,0.2014,0.9508,1.643,0
-8.433,0.00479,-2.45,0.5374,1.316,2.041,0
-8.399,1.794,-1.856,0.5129,1.634,2.282,0
-9.084,0.4215,-0.7377,0.5923,1.85,2.374,0
-6.479,0.7856,-1.118,0.7731,1.889,2.319,0
-12.74,-4.481,1.061,0.8721,1.904,2.122,0
-11.11,-1.825,2.326,0.8782,1.772,1.793,0
-10.21,-2.196,2.532,0.9332,1.472,1.341,0
-12.06,-1.926,1.897,1.046,1.061,0.8378,0
-1.59,1.157,9.515,1.08,0.577,0.3748,0
-8.818,-3.37,2.033,1.171,0.05528,0.01194,0
-10.74,-1.914,2.23,1.054,-0.4701,-0.2825,0
-13.23,-1.739,2.393,0.9845,-0.9673,-0.511,0
-1.595,1.114,9.7,0.9075,-1.433,-0.7015,0
-9.59,-0.2658,-0.3185,0.6131,-1.807,-0.8885,0
-11.84,-2.055,1.19,-0.2067,-2.085,-1.151,0
-10.18,-3.542,3.521,-1.24,-2.157,-1.646,0
-11.65,-2.247,1.303,-1.598,-1.928,-2.216,0
-12.14,-1.947,-1.145,-1.52,-1.455,-2.587,0
-6.79,-0.6682,-0.6898,-0.5011,-0.8781,-2.447,0
-9.422,-2.429,3.015,0.2625,-0.3748,-1.867,0
-6.22,-0.297,-1.219,0.6168,0.1616,-0.8213,0
-7.769,-5.135,3.296,1.082,0.7187,0.2832,0
-12.45,-0.7496,0.1437,1.322,1.209,1.137,0
-8.835,-0.1485,-1.607,1.547,1.7,1.637,0
-9.384,-0.9844,-1.296,1.675,2.099,1.884,0
-11.33,-2.544,2.249,1.788,2.377,1.961,0
-8.337,-0.5365,-0.5389,2.043,2.463,1.881,0
-10.3,-0.8359,1.001,1.978,2.353,1.621,0
-12.06,-2.352,1.772,2.09,2.061,1.325,0
-12.52,-1.918,1.265,1.774,1.53,0.927,0
-5.928,-0.7305,2.661,1.504,0.9203,0.4652,0
-7.963,-2.318,3.482,1.395,0.3387,0.04859,0
-12.5,-2.014,1.533,1.145,-0.244,-0.2361,0
-9,-3.319,4.428,0.8587,-0.7914,-0.2972,0
-8.993,1.004,-1.492,0.5887,-1.297,-0.2275,0
-11.83,-0.2706,-1.138,0.3309,-1.738,-0.1579,0
-0.6083,1.617,9.537,0.01568,-1.995,-0.1921,0
-9.685,-2.486,2.73,-0.3398,-2.069,-0.4486,0
-9.891,-1.892,2.182,-0.06496,-1.939,-0.8958,0
-9.254,-2.84,2.848,0.3639,-1.716,-1.323,0
-10.62,-2.733,2.424,0.5667,-1.389,-1.453,0
-10.6,-3.422,2.685,0.2441,-1.137,-1.138,0
-12.91,-1.885,1.997,0.111,-1.032,-0.638,0
-10.91,-0.6946,-0.3137,0.05233,-0.6875,-0.01982,0
-11.01,-2.845,2.237,-0.71,-0.1854,0.4957,0
-10.6,-1.346,3.624,-0.6367,0.4145,0.8647,0
-11.97,-2.62,1.241,0.2588,1.066,1.173,0
-8.359,1.791,-2.385,0.8672,1.546,1.396,0
-7.877,-0.9748,1.633,1.153,1.813,1.494,0
-10.38,-2.529,3.913,0.8953,1.888,1.418,0
-9.82,-1.985,0.03832,0.6815,1.799,1.219,0
-16.54,-2.165,2.548,0.2527,1.508,0.9209,0
-10.72,-4.158,4.33,0.06699,1.149,0.6033,0
-12.7,-1.962,1.806,0.1207,0.7358,0.2734,0
-8.591,-4.548,1.341,0.01323,0.2911,-0.02837,0
-10.39,0.00479,0.4622,-0.1358,-0.09011,-0.2129,0
-13.96,-2.115,1.564,-0.2287,-0.4615,-0.3582,0
-0.582,2.1,9.57,0.1378,-0.745,-0.4865,0
-14.83,-0.6634,1.169,0.7011,-0.9563,-0.6405,0
-1.928,0.7928,10.64,1.361,-1.219,-0.7797,0
-12.67,-1.722,2.328,1.531,-1.411,-0.9337,0
-1.993,1.032,8.914,1.097,-1.593,-1.2,0
-8.258,-1.983,5.293,0.326,-1.702,-1.57,0
-8.737,-2.397,3.688,-0.4522,-1.6,-1.945,0
-10.95,-1.89,2.565,-0.6709,-1.389,-2.048,0
-1.298,2.412,7.745,-0.8689,-1.166,-1.915,0
-9.297,-3.169,2.953,-0.5854,-0.8427,-1.466,0
-10.88,-1.72,-0.07425,-0.3362,-0.4493,-0.8225,0
-11.86,-1.995,1.727,0.1403,0.07482,-0.07358,0
-11.18,-2.364,2.505,0.4176,0.5904,0.6155,0
-12.85,-2.189,2.019,0.4506,1.085,1.201,0
-9.161,-3.348,2.23,0.618,1.569,1.672,0
-9.183,-3.969,2.189,0.9686,1.983,1.97,0
-16.27,-7.803,0.9388,1.599,2.195,2.084,0
-12.38,-1.794,0.9029,1.798,2.201,1.956,0
-0.6514,2.074,9.417,1.5,1.994,1.631,0
-8.026,2.112,-2.646,0.6681,1.615,1.223,0
-9.341,1.207,-1.499,0.08287,1.132,0.7157,0
-9.06,-0.6706,-0.2036,0.03034,0.6136,0.2086,0
-14.25,-2.156,1.193,0.1378,0.01374,-0.2251,0
-15.48,-0.9915,4.814,-0.1077,-0.5788,-0.6014,0
-14.6,-2.611,1.897,-0.2739,-1.1,-0.9117,0
-8.442,-3.497,2.567,-0.5561,-1.548,-1.138,0
-12.4,-2.692,2.572,-0.6551,-1.786,-1.289,0
-2.862,0.1006,7.896,-0.258,-1.87,-1.389,0
-10.6,-4.191,-0.03114,-0.02586,-1.874,-1.436,0
-13.73,-3.743,3.925,-0.159,-1.853,-1.432,0
-11.59,-1.394,0.7065,-0.3081,-1.736,-1.356,0
-13,-2.453,0.7401,-0.6526,-1.526,-1.207,0
-9.439,-2.189,2.996,-0.842,-1.063,-0.9092,0
-9.566,-2.306,3.561,-0.8786,-0.4444,-0.5073,0
-1.823,0.5532,11.09,-0.6318,0.1958,0.07669,0
-9.882,-1.54,4.249,-0.0002062,0.7993,0.7401,0
-14.18,-2.932,2.783,0.6913,1.331,1.29,0
-7.741,-0.5173,0.9772,1.331,1.788,1.687,0
-10.57,0.8239,-0.9269,1.572,1.971,1.89,0
-10.32,-2.326,4.654,1.287,1.89,1.942,0
-10.92,-2.697,1.978,0.5031,1.608,1.827,0
-11.99,-2.175,0.2539,0.1012,1.235,1.491,0
-5.446,-2.496,4.622,0.01323,0.8677,0.861,0
-1.724,1.209,9.544,0.2466,0.5318,0.117,0
-8.974,-3.348,2.814,0.1256,0.153,-0.4658,0
-10.87,-1.835,2.876,-0.594,-0.2318,-0.561,0
-11.93,-1.439,1.413,-1.432,-0.5922,-0.3497,0
-11.23,-0.9197,2.663,-2.6,-0.828,-0.1628,0
-11.91,-0.08862,4.601,-2.358,-0.9123,-0.1041,0
-1.236,1.681,9.365,-1.026,-0.9172,-0.1554,0
-8.993,-2.608,3.77,0.348,-0.8415,-0.1786,0
-0.4958,2.17,9.47,0.9552,-0.6912,-0.1958,0
-8.215,-4.749,1.186,1.087,-0.5641,-0.2507,0
-11.58,-0.7904,0.2898,0.7035,-0.525,-0.2972,0
-10.68,-0.5149,0.7089,0.1586,-0.42,-0.3521,0
-15.76,-2.831,2.522,-0.3227,-0.4786,-0.4267,0
-6.354,0.3257,-2.699,0.1134,-0.1365,-0.7113,0
-7.42,-0.2874,-2.311,0.155,0.5354,-0.8811,0
-7.319,-3.873,3.851,-0.3545,1.284,-0.5293,0
-0.6514,2.108,9.654,-0.8053,1.699,-0.1286,0
-10.81,-2.512,4.936,-0.7662,1.837,0.1146,0
-10.7,-2.457,2.618,-0.3838,1.618,0.2306,0
-9.75,-1.667,-1.993,-0.09306,1.191,0.2929,0
-12.6,-3.839,1.657,0.04622,0.5586,0.2624,0
-10.64,-2.256,3.061,0.05599,-0.1182,0.3027,0
-13.37,-0.9101,1.004,-0.003871,-0.6888,0.3003,0
-11.82,-1.597,1.092,-0.1676,-1.126,0.1781,0
-11.09,-1.684,1.329,-0.4132,-1.452,0.03027,0
-13.59,-2.766,4.04,-0.4718,-1.665,-0.1591,0
-12.44,-3.252,1.432,-0.5866,-1.781,-0.3228,0
-7.717,-2.304,5.772,-0.8237,-1.785,-0.4596,0
-10.61,-1.756,3.626,-0.8175,-1.678,-0.5989,0
-10.9,-0.8574,0.4143,-0.7345,-1.512,-0.6734,0
-11.22,0.1437,1.334,0.2735,-1.17,-0.5354,0
-11.18,-0.9891,0.285,0.6424,-0.4908,-0.2837,0
-12.81,-2.041,2.254,0.2747,0.4511,0.1121,0
-8.21,-3.248,4.598,0.6388,1.332,0.6729,0
-10.78,-2.584,3.801,0.6803,1.997,1.047,0
-1.583,0.9724,9.551,0.7231,2.292,1.191,0
-12.56,-2.407,1.887,0.9393,2.251,1.09,0
-7.29,-1.394,3.37,0.6937,2.065,0.8122,0
-10.16,-1.322,0.5125,0.2796,1.724,0.5043,0
-2.141,1.097,8.55,-0.1578,1.256,0.2477,0
-10.73,-2.941,1.691,0.2832,0.6503,0.1549,0
-10.78,-0.5317,0.97,0.8049,-0.128,0.09869,0
-11.94,-2.261,5.453,0.6852,-0.8916,0.0009468,0
-11.99,-1.842,2.821,0.06577,-1.46,-0.1811,0
-13.95,-3.985,3.624,-0.3081,-1.78,-0.4071,0
-9.408,0.5293,-0.9939,-0.3826,-1.925,-0.682,0
-11.02,-2.479,1.794,-0.495,-1.934,-1.014,0
-9.774,-2.364,2.517,-0.6673,-1.827,-1.339,0
-11.69,-0.9963,-0.7113,-0.7687,-1.587,-1.469,0
-10.97,0.9077,-1.004,-0.302,-1.152,-1.393,0
-15.6,-2.546,1.399,0.1146,-0.6533,-1.282,0
-10.79,-0.2132,0.17,0.2099,-0.09255,-0.7492,0
-13.24,-1.48,2.158,0.2539,0.5159,0.0376,0
-7.815,-3.391,4.895,0.6339,1.215,0.8977,0
-10.91,-2.321,3.384,1.445,1.718,1.417,0
-9.008,-0.4814,-0.1772,1.891,1.989,1.555,0
-11.33,-2.807,1.576,1.439,1.971,1.43,0
-12.45,-2.373,1.954,0.4188,1.707,1.202,0
-6.167,3.248,-1.557,-0.5744,1.348,0.9087,0
-10.74,-2.084,2.462,-0.9153,0.9215,0.5984,0
-13.29,-2.718,1.324,-1.108,0.4059,0.2881,0
-9.523,-2.936,3.214,-1.067,-0.1109,-0.02837,0
-11.29,-2.656,2.39,-1.105,-0.6008,-0.4267,0
-9.87,2.031,-0.6419,-1.598,-0.993,-0.853,0
-11.73,-2.503,1.645,-2.39,-1.236,-1.262,0
-10.54,-2.378,2.503,-2.677,-1.283,-1.614,0
-10.97,-2.254,3.463,-2.319,-1.184,-1.837,0
-11.97,-3.312,2.012,-1.634,-1.037,-1.861,0
-9.012,-3.643,3.454,-0.8603,-0.8134,-1.578,0
-11.52,-1.509,1.305,-0.04174,-0.4945,-1.053,0
-9.309,-3.961,3.231,0.3358,-0.1243,-0.08335,0
-9.798,-0.479,-0.5245,0.6326,0.2862,0.8647,0
-11.77,-1.66,2.503,1.041,0.693,1.578,0
-10.25,-2.555,2.249,1.809,1.097,1.95,0
-1.408,1.339,9.475,2.201,1.385,1.984,0
-9.527,-0.007185,4.982,2.388,1.499,1.765,0
-8.974,-3.109,2.934,2.156,1.429,1.333,0
-11.06,-1.154,3.571,1.573,1.191,0.8476,0
-13.33,-1.6,1.823,0.7634,0.8127,0.4701,0
-11.44,-2.326,0.376,0.1537,0.379,0.1512,0
-10.88,-0.5317,1.509,0.05844,-0.05101,-0.1359,0
-12.48,-2.079,1.995,0.06577,-0.4835,-0.4047,0
-11.77,-2.002,0.788,-0.08939,-0.872,-0.6441,0
-8.921,1.372,-0.2084,-0.407,-1.173,-0.8799,0
-11.81,-1.521,-1.677,-0.7259,-1.357,-1.113,0
-11.29,-1.892,1.684,-0.8615,-1.405,-1.273,0
-12.3,-2.144,0.5461,-0.9018,-1.363,-1.386,0
-12.27,-1.928,-0.4551,-0.9446,-1.215,-1.36,0
-10.02,-2.534,2.318,-0.7662,-0.9551,-1.158,0
-8.608,1.138,-0.103,-0.3056,-0.6338,-0.8225,0
-9.326,-2.654,3.238,0.08287,-0.2306,-0.3558,0
-6.792,1.712,-3.396,0.7011,0.2275,0.1598,0
-8.351,-1.566,2.795,1.364,0.6796,0.6253,0
-8.181,-4.141,1.516,1.73,1.073,1.02,0
-10.32,-1.13,-2.043,1.608,1.353,1.247,0
-8.816,0.9939,-0.01198,1.722,1.527,1.345,0
-5.7,-0.05988,-1.803,1.731,1.56,1.27,0
-11.14,-2.594,1.674,1.674,1.438,1.021,0
-12.59,-2.663,3.037,0.9674,1.132,0.6802,0
-0.4598,1.95,9.448,0.2136,0.704,0.3479,0
-11.07,-0.9029,0.5365,0.045,0.2324,0.03027,0
-11.11,-2.567,1.945,0.01934,-0.2844,-0.2825,0
-8.969,-3.578,2.596,-0.159,-0.7657,-0.5708,0
-9.645,-2.74,3.351,-0.5842,-1.168,-0.8372,0
-9.779,-0.8814,0.1844,-0.9202,-1.418,-1.06,0
-7.729,-0.879,0.4024,-1.035,-1.526,-1.215,0
-6.797,-0.05509,-1.497,-1.1,-1.511,-1.29,0
-11.08,-2.637,3.308,-1.107,-1.403,-1.245,0
-10.05,1.166,-0.2395,-1.022,-1.142,-1.055,0
-12.11,-3.183,1.114,-0.8359,-0.6826,-0.7651,0
-13.03,-1.059,0.05988,0.0621,-0.1316,-0.3766,0
-10.9,-0.2994,1.061,0.6827,0.3974,0.07425,0
-10.46,-0.582,-0.3616,1.013,0.9276,0.5837,0
-10.7,-2.103,-0.1269,1.234,1.37,1.044,0
-10.57,-1.72,1.823,1.399,1.652,1.383,0
-9.142,1.427,-1.039,1.341,1.772,1.521,0
-10.26,-1.104,0.4048,0.987,1.691,1.446,0
-9.891,-3.506,1.061,0.6534,1.455,1.217,0
-14.28,-1.844,3.454,0.2344,1.105,0.8647,0
-9.123,0.2778,-0.3784,-0.192,0.6845,0.4738,0
-8.603,-0.7329,-2.146,-0.2788,0.208,0.08769,0
-11.92,-1.332,2.002,-0.5256,-0.2831,-0.4034,0
-9.23,-1.911,4.792,-0.6538,-0.7413,-0.8201,0
-12.82,-1.109,0.8335,-0.776,-1.159,-1.085,0
-11.35,-2.534,1.938,-0.8774,-1.474,-1.187,0
-1.617,1.004,9.532,-1.055,-1.669,-1.212,0
-8.653,-4.373,2.721,-1.178,-1.691,-1.256,0
-9.156,0.8981,-0.2347,-1.317,-1.607,-1.303,0
-11.41,-1.198,0.06227,-1.303,-1.403,-1.306,0
-13.77,-0.5197,1.099,-1.072,-1.071,-1.155,0
-13.27,-1.976,2.211,-0.616,-0.6057,-0.7492,0
-9.044,-2.848,2.754,-0.1004,-0.03025,-0.0186,0
-12.49,-0.2658,-2.496,0.2038,0.5085,0.7548,0
-9.056,-2.563,3.399,0.3639,1.028,1.386,0
-9.769,-3.602,1.135,0.5361,1.457,1.77,0
-14.92,-2.527,0.8383,0.629,1.769,1.922,0
-7.75,-2.781,5.097,0.7768,1.866,1.92,0
-7.377,-2.23,4.028,0.6986,1.67,1.766,0
-7.724,-3.846,4.838,0.5215,1.281,1.435,0
-8.761,0.2635,-0.3736,0.1818,0.7883,0.894,0
-1.49,1.26,9.58,-0.4168,0.2153,0.2709,0
-7.676,-1.65,4.287,-0.9263,-0.3968,-0.2752,0
-8.066,0.03114,-1.368,-1.676,-0.9673,-0.7492,0
-9.714,-0.788,7.678,-2.177,-1.429,-1.11,0
-9.221,-0.9317,-0.8526,-2.51,-1.798,-1.371,0
-10.99,0.4455,-0.1413,-2.865,-2.044,-1.565,0
-15.88,-1.423,-1.406,-3.442,-2.276,-1.742,0
-10.78,-2.213,1.985,-4.405,-2.272,-1.675,0
-10.9,-1.586,1.478,-4.302,-1.901,-1.173,0
-11.55,-2.656,2.539,-2.543,-1.228,-0.1615,0
-9.52,-3.937,2.613,-1.064,-0.5104,1.004,0
-11.42,-2.73,1.77,-0.2531,0.1787,1.95,0
-14.35,-0.7065,2.074,-0.005093,0.6441,2.706,0
-8.399,-0.5652,0.297,-0.03319,0.919,3.188,0
-10.85,-1.078,0.2539,-0.1798,1.062,3.258,0
-10,-0.06467,-0.2156,-0.4657,1.066,3.027,0
-0.5748,2.709,9.106,-0.8371,0.9838,2.585,0
-2.512,0.6802,9.314,-1.011,0.8604,1.934,0
-11.64,-3.058,1.708,-1.033,0.7211,1.113,0
-11.38,-1.284,0.6898,-0.9776,0.522,0.2856,0
-9.444,-2.182,3.176,-0.897,0.2801,-0.4059,0
-11.07,-2.184,2.922,-0.7198,0.06016,-0.9422,0
-10.06,-2.211,3.212,-0.5622,-0.1585,-1.378,0
-8.718,-0.3808,-0.4622,-0.3924,-0.3283,-1.83,0
-11.44,-3.094,2.187,-0.2384,-0.4969,-2.369,0
-10.58,-1.722,4.424,-0.06251,-0.6729,-2.931,0
-8.957,-2.548,4.5,1.121,-0.8598,-3.267,0
-11.18,-2.177,3.636,1.87,-1.116,-3.123,0
-12.29,-2.017,1.15,0.541,-1.231,-2.833,0
-10.99,-2.22,1.609,-0.8774,-1.036,-2.022,0
-7.734,-0.558,4.325,-1.497,-0.5128,-0.7993,0
-11.74,-1.873,1.617,-0.5976,0.007628,0.3614,0
-12.39,-0.9053,4.016,-0.1468,0.3717,1.19,0
-13.51,-1.538,2.414,-0.313,0.7321,1.89,0
-5.164,-1.427,3.226,-0.7711,1.08,2.596,0
-10.31,-3.559,0.8311,-1.102,1.297,3.274,0
-12.38,-1.885,-1.023,-0.9226,1.283,3.549,0
-1.679,1.358,9.463,-0.4119,1.168,3.274,0
-11.11,0.2323,-0.17,-0.1737,1.033,2.626,0
-13.38,-1.53,-0.1605,-0.5817,0.8347,1.841,0
-8.27,-3.42,4.67,-1.276,0.5464,1.141,0
-13.59,-0.8814,1.911,-1.67,0.2532,0.5947,0
-11.41,-2.218,2.843,-1.366,0.00885,0.1671,0
-9.681,-1.856,-0.3137,-0.5952,-0.172,-0.3558,0
-8.169,-1.118,0.6778,-0.1712,-0.3479,-0.9911,0
-6.931,-2.637,4.915,-0.1468,-0.5385,-1.634,0
-7.377,0.661,4.577,-0.3105,-0.7071,-2.207,0
-9.106,-2.773,3.765,-0.4095,-0.8183,-2.713,0
-8.806,-0.5293,-1.303,-0.3203,-0.861,-3.127,0
-9.76,-2.644,2.326,0.045,-0.8427,-3.321,0
-9.302,-2.812,2.742,0.4812,-0.8366,-3.155,0
-10.14,-3.087,1.358,0.4897,-0.8231,-2.5,0
-9.975,-2.45,3.255,0.1623,-0.6655,-1.598,0
-7.583,-0.2179,-1.775,-0.4877,-0.3687,-0.5598,0
-13.41,-1.061,1.626,-0.3423,-0.02536,0.4041,0
-12.15,-2.017,1.401,-0.192,0.3522,1.168,0
-10.38,-0.3521,-0.3521,0.3382,0.781,1.768,0
-6.433,0.6251,-1.468,0.6827,1.148,2.217,0
-12.77,-0.6802,3.679,0.9417,1.399,2.543,0
-7.005,0.3521,-1.286,1.044,1.492,2.795,0
-10.05,-1.83,-0.5556,0.899,1.367,2.861,0
-10.21,-4.1,2.165,0.5361,1.066,2.51,0
-10.5,-2.778,2.144,-0.0002062,0.781,1.801,0
-10.06,-1.497,2.515,-0.5549,0.401,0.9967,0
-12.33,-1.847,2.405,-1.053,0.04306,0.2881,0
-11.26,-3.566,3.183,-1.279,-0.2599,-0.2092,0
-9.501,-2.814,3.748,-1.102,-0.4982,-0.6014,0
-8.56,0.4311,-0.5868,-0.787,-0.6912,-0.9593,0
-10.56,-0.9173,0.2587,-0.6208,-0.839,-1.304,0
-7.142,0.01198,0.2371,-0.5219,-0.9636,-1.642,0
-12.81,-0.4383,1.602,-0.418,-1.041,-2.004,0
-10.29,-1.157,0.3377,-0.2727,-1.092,-2.336,0
-6.718,-0.5724,0.4838,-0.2446,-1.081,-2.485,0
-13.66,-0.6562,-0.8023,-0.2946,-0.9808,-2.262,0
-10.75,-2.886,1.298,-0.4315,-0.8146,-1.663,0
-17,-1.162,0.479,-0.8346,-0.5959,-0.7321,0
-6.313,0.5509,-1.547,-0.6795,-0.2929,0.2624,0
-9.441,-2.517,3.719,-0.28,0.04672,1.022,0
-10.8,-2.354,2.072,0.2283,0.3913,1.6,0
-2.74,-4.436,5.949,0.6241,0.6747,1.925,0
-14.8,-0.9556,-2.072,0.8,0.8885,2.016,0
-9.046,-3.712,4.294,0.7536,1.019,1.959,0
-8.447,-3.727,2.678,0.6033,1.057,1.846,0
-1.329,1.923,9.496,0.4922,1.039,1.711,0
-11.32,-0.9269,-0.6251,0.4152,0.8555,1.334,0
-9.98,-1.849,2.896,0.392,0.6649,0.8012,0
-12.68,-1.49,2.261,-0.06129,0.4084,0.2929,0
-13.82,-1.454,2.158,-0.4058,0.09926,-0.1738,0
